No,Price,Area,Bedrooms,WCs,District,Floors,Legal_status,Frontage,Price_per_sqm,District_encoded,Month
2513,3.95,37.0,3.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.11,14,8
2514,2.9,26.0,2.0,2.0,binh-thanh,3.0,1.0,0.0,0.11,14,8
2515,3.0,72.31,3.0,2.0,binh-thanh,4.0,1.0,0.0,0.04,14,8
2516,3.67,56.0,3.0,3.0,binh-thanh,3.0,1.0,-1.0,0.07,14,8
2517,3.4,25.0,2.0,1.0,binh-thanh,2.0,1.0,0.0,0.14,14,8
2518,3.4,33.6,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.1,14,8
2519,4.0,28.0,3.0,3.0,binh-thanh,4.0,1.0,0.0,0.14,14,8
2520,4.54,38.1,2.0,2.0,binh-thanh,3.0,1.0,0.0,0.12,14,8
2521,2.3,59.0,4.0,3.0,binh-thanh,4.0,1.0,-1.0,0.04,14,8
2522,2.8,25.6,2.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.11,14,8
2523,4.5,34.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.13,14,8
2524,6.0,83.0,4.0,4.0,binh-thanh,2.0,1.0,0.0,0.07,14,8
2525,3.67,72.31,3.0,2.0,binh-thanh,3.0,1.0,0.0,0.05,14,8
2526,7.5,21.0,2.0,22.0,binh-thanh,3.0,1.0,0.0,0.36,14,8
2527,2.65,17.0,2.0,2.0,binh-thanh,3.0,-1.0,1.0,0.16,14,8
2528,9.8,50.0,4.0,4.0,binh-thanh,3.0,1.0,1.0,0.2,14,8
2529,7.5,72.0,4.0,1.0,binh-thanh,4.0,-1.0,-1.0,0.1,14,8
2530,5.5,45.0,4.0,3.0,binh-thanh,4.0,-1.0,-1.0,0.12,14,8
2531,7.0,58.0,3.0,1.0,binh-thanh,4.0,1.0,0.0,0.12,14,8
2532,3.5,15.0,2.0,3.0,binh-thanh,3.0,1.0,0.0,0.23,14,8
2533,5.9,45.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.13,14,8
2534,4.8,38.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.13,14,8
2535,7.5,66.0,4.0,3.0,binh-thanh,3.0,1.0,-1.0,0.11,14,8
2536,2.9,38.0,4.0,4.0,binh-thanh,2.0,1.0,0.0,0.08,14,8
2537,4.8,40.0,2.0,2.0,binh-thanh,2.0,-1.0,1.0,0.12,14,8
2538,3.95,23.0,2.0,3.0,binh-thanh,3.0,-1.0,-1.0,0.17,14,8
2539,6.98,65.0,3.0,3.0,binh-thanh,2.0,-1.0,0.0,0.11,14,8
2540,12.0,80.0,4.0,7.0,binh-thanh,4.0,1.0,-1.0,0.15,14,8
2541,6.3,42.0,4.0,3.0,binh-thanh,3.0,1.0,-1.0,0.15,14,8
2542,2.65,72.31,2.0,2.0,binh-thanh,3.0,1.0,1.0,0.04,14,8
2543,14.5,56.0,3.0,2.0,binh-thanh,3.0,1.0,1.0,0.26,14,8
2544,10.8,51.0,3.0,4.0,binh-thanh,4.0,1.0,0.0,0.21,14,8
2545,4.5,54.0,6.0,3.0,binh-thanh,4.0,1.0,0.0,0.08,14,8
2546,4.6,75.0,3.0,2.0,binh-thanh,3.0,1.0,1.0,0.06,14,8
2547,5.2,60.0,4.0,4.0,binh-thanh,4.0,1.0,1.0,0.09,14,8
2548,4.75,42.0,2.0,2.0,binh-thanh,3.0,-1.0,1.0,0.11,14,8
2549,5.0,42.0,4.0,4.0,binh-thanh,5.0,1.0,-1.0,0.12,14,8
2550,6.0,55.0,4.0,4.0,binh-thanh,3.0,1.0,0.0,0.11,14,8
2551,5.0,65.0,2.0,4.0,binh-thanh,2.0,1.0,-1.0,0.08,14,8
2552,5.0,30.0,3.0,4.0,binh-thanh,5.0,1.0,-1.0,0.17,14,8
2553,5.7,43.0,2.0,4.0,binh-thanh,2.0,1.0,0.0,0.13,14,8
2554,9.6,77.0,7.0,5.0,binh-thanh,3.0,1.0,-1.0,0.12,14,8
2555,6.8,95.0,3.0,3.0,binh-thanh,2.0,-1.0,-1.0,0.07,14,8
2556,5.2,72.0,3.0,3.0,binh-thanh,1.0,-1.0,0.0,0.07,14,8
2557,5.7,70.0,3.0,2.0,binh-thanh,4.0,-1.0,-1.0,0.08,14,8
2558,4.7,70.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.07,14,8
2559,4.3,60.0,3.0,2.0,binh-thanh,3.0,1.0,0.0,0.07,14,8
2560,6.0,72.31,2.0,2.0,binh-thanh,3.0,1.0,0.0,0.08,14,8
2561,5.25,60.0,4.0,4.0,binh-thanh,2.0,1.0,1.0,0.09,14,8
2562,8.0,60.0,6.0,6.0,binh-thanh,6.0,-1.0,0.0,0.13,14,8
2563,4.5,75.0,3.0,3.0,binh-thanh,3.0,1.0,-1.0,0.06,14,8
2564,3.0,72.31,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.04,14,8
2565,3.6,54.0,9.0,6.0,binh-thanh,5.0,1.0,1.0,0.07,14,8
2566,8.4,55.0,4.0,4.0,binh-thanh,5.0,1.0,1.0,0.15,14,8
2567,4.95,60.0,1.0,2.0,binh-thanh,2.0,1.0,0.0,0.08,14,7
2568,10.7,72.31,13.0,4.0,binh-thanh,2.0,1.0,-1.0,0.15,14,8
2569,10.9,62.0,6.0,4.0,binh-thanh,3.0,1.0,0.0,0.18,14,7
2570,4.6,75.0,3.0,2.0,binh-thanh,3.0,1.0,1.0,0.06,14,7
2571,1.2,9.0,2.0,3.0,binh-thanh,3.0,1.0,1.0,0.13,14,7
2572,3.96,60.0,4.0,3.0,binh-thanh,4.0,1.0,-1.0,0.07,14,7
2573,6.7,89.0,4.0,3.0,binh-thanh,3.0,1.0,0.0,0.08,14,7
2574,10.0,131.0,4.0,4.0,binh-thanh,2.0,-1.0,-1.0,0.08,14,7
2575,2.8,27.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.1,14,7
2576,14.5,91.0,15.0,15.0,binh-thanh,6.0,1.0,-1.0,0.16,14,7
2577,12.0,89.0,5.0,7.0,binh-thanh,3.0,-1.0,0.0,0.13,14,7
2578,4.98,56.0,3.0,3.0,binh-thanh,2.0,1.0,0.0,0.09,14,7
2579,3.6,20.0,2.0,3.0,binh-thanh,2.0,1.0,1.0,0.18,14,7
2580,3.95,23.0,3.0,3.0,binh-thanh,3.0,1.0,0.0,0.17,14,7
2581,6.5,41.0,3.0,3.0,binh-thanh,4.0,1.0,-1.0,0.16,14,7
2582,5.2,44.0,4.0,4.0,binh-thanh,4.0,1.0,0.0,0.12,14,7
2583,2.5,53.0,3.0,2.0,binh-thanh,1.0,-1.0,0.0,0.05,14,7
2584,4.0,35.0,3.0,2.0,binh-thanh,3.0,1.0,1.0,0.11,14,7
2585,5.99,58.0,3.0,3.0,binh-thanh,2.0,1.0,-1.0,0.1,14,7
2586,12.0,90.0,5.0,7.0,binh-thanh,3.0,-1.0,0.0,0.13,14,7
2587,5.2,43.0,3.0,3.0,binh-thanh,5.0,1.0,-1.0,0.12,14,7
2588,4.4,35.0,2.0,2.0,binh-thanh,3.0,1.0,0.0,0.13,14,7
2589,6.5,65.0,4.0,3.0,binh-thanh,3.0,1.0,0.0,0.1,14,7
2590,2.25,22.0,3.0,3.0,binh-thanh,3.0,1.0,-1.0,0.1,14,7
2591,4.6,40.0,1.0,1.0,binh-thanh,3.0,1.0,0.0,0.12,14,7
2592,12.5,72.0,4.0,3.0,binh-thanh,4.0,1.0,0.0,0.17,14,7
2593,9.6,63.5,5.0,6.0,binh-thanh,5.0,-1.0,0.0,0.15,14,7
2594,7.0,79.0,4.0,4.0,binh-thanh,3.0,1.0,-1.0,0.09,14,7
2595,10.5,61.0,2.0,2.0,binh-thanh,3.0,1.0,1.0,0.17,14,7
2596,7.8,58.0,4.0,4.0,binh-thanh,4.0,1.0,0.0,0.13,14,7
2597,4.6,64.0,4.0,4.0,binh-thanh,3.0,1.0,-1.0,0.07,14,7
2598,6.98,72.31,3.0,3.0,binh-thanh,4.0,1.0,0.0,0.1,14,7
2599,4.0,54.0,5.0,3.0,binh-thanh,3.0,-1.0,1.0,0.07,14,7
2600,9.7,43.0,4.0,4.0,binh-thanh,4.0,-1.0,0.0,0.23,14,6
2601,9.7,60.0,6.0,4.0,binh-thanh,5.0,1.0,0.0,0.16,14,7
2602,1.38,15.0,2.0,2.0,binh-thanh,3.0,-1.0,1.0,0.09,14,7
2603,4.6,39.0,1.0,1.0,binh-thanh,3.0,1.0,0.0,0.12,14,7
2604,10.8,66.0,5.0,4.0,binh-thanh,4.0,1.0,0.0,0.16,14,7
2605,4.0,28.0,4.0,3.0,binh-thanh,3.0,1.0,0.0,0.14,14,6
2606,4.0,28.0,3.0,4.0,binh-thanh,4.0,1.0,0.0,0.14,14,6
2607,11.5,80.0,4.0,4.0,binh-thanh,4.0,-1.0,0.0,0.14,14,6
2608,2.99,38.0,3.0,3.0,binh-thanh,3.0,1.0,-1.0,0.08,14,6
2609,5.3,40.0,3.0,3.0,binh-thanh,3.0,-1.0,0.0,0.13,14,6
2610,5.3,61.0,4.0,3.0,binh-thanh,2.0,-1.0,0.0,0.09,14,6
2611,7.0,89.0,2.0,2.0,binh-thanh,4.0,-1.0,0.0,0.08,14,6
2612,5.99,68.0,1.0,1.0,binh-thanh,5.0,1.0,0.0,0.09,14,6
2613,11.8,79.0,4.0,5.0,binh-thanh,3.0,1.0,0.0,0.15,14,6
2614,15.0,84.0,9.0,10.0,binh-thanh,5.0,1.0,1.0,0.18,14,6
2615,5.8,55.0,5.0,5.0,binh-thanh,4.0,1.0,-1.0,0.11,14,6
2616,4.2,86.5,3.0,3.0,binh-thanh,3.0,1.0,0.0,0.05,14,6
2617,3.9,100.0,5.0,6.0,binh-thanh,4.0,1.0,1.0,0.04,14,6
2618,3.88,35.0,2.0,3.0,binh-thanh,3.0,-1.0,0.0,0.11,14,6
2619,18.0,125.0,14.0,14.0,binh-thanh,3.0,-1.0,0.0,0.14,14,6
2620,5.1,40.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.13,14,6
2621,4.3,44.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.1,14,6
2622,5.5,40.0,4.0,4.0,binh-thanh,3.0,1.0,-1.0,0.14,14,6
2623,4.4,38.0,3.0,3.0,binh-thanh,3.0,1.0,0.0,0.12,14,6
2624,8.2,80.0,4.0,4.0,binh-thanh,4.0,1.0,-1.0,0.1,14,6
2625,5.7,42.0,2.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.14,14,6
2626,5.5,44.0,3.0,2.0,binh-thanh,4.0,-1.0,-1.0,0.12,14,6
2627,4.4,38.0,3.0,3.0,binh-thanh,3.0,1.0,0.0,0.12,14,6
2628,3.5,35.0,2.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.1,14,6
2629,11.2,108.0,3.0,2.0,binh-thanh,3.0,-1.0,-1.0,0.1,14,6
2630,6.7,44.0,3.0,4.0,binh-thanh,3.0,1.0,-1.0,0.15,14,5
2631,7.5,63.0,3.0,3.0,binh-thanh,2.0,-1.0,0.0,0.12,14,5
2632,6.1,40.0,8.0,8.0,binh-thanh,5.0,-1.0,0.0,0.15,14,5
2633,2.5,32.0,2.0,2.0,binh-thanh,1.0,-1.0,-1.0,0.08,14,5
2634,2.98,20.0,2.0,3.0,binh-thanh,3.0,1.0,-1.0,0.15,14,5
2635,9.4,43.0,3.0,2.0,binh-thanh,3.0,1.0,1.0,0.22,14,5
2636,5.9,40.0,5.0,5.0,binh-thanh,5.0,-1.0,-1.0,0.15,14,5
2637,8.5,88.0,7.0,5.0,binh-thanh,5.0,-1.0,0.0,0.1,14,5
2638,4.19,38.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.11,14,5
2639,4.4,72.0,2.0,1.0,binh-thanh,3.0,-1.0,0.0,0.06,14,5
2640,6.5,52.0,5.0,5.0,binh-thanh,4.0,1.0,-1.0,0.12,14,5
2641,4.95,40.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.12,14,5
2642,4.1,38.0,2.0,3.0,binh-thanh,3.0,1.0,0.0,0.11,14,5
2643,8.5,55.0,5.0,5.0,binh-thanh,3.0,1.0,0.0,0.15,14,5
2644,15.5,78.0,10.0,10.0,binh-thanh,4.0,1.0,0.0,0.2,14,5
2645,6.0,39.0,3.0,3.0,binh-thanh,3.0,-1.0,0.0,0.15,14,5
2646,8.3,94.0,3.0,3.0,binh-thanh,2.0,1.0,1.0,0.09,14,5
2647,5.7,68.0,7.0,6.0,binh-thanh,3.0,-1.0,0.0,0.08,14,5
2648,5.6,42.0,3.0,3.0,binh-thanh,4.0,-1.0,-1.0,0.13,14,5
2649,6.7,83.0,3.0,3.0,binh-thanh,2.0,-1.0,-1.0,0.08,14,5
2650,6.0,39.0,3.0,3.0,binh-thanh,3.0,-1.0,-1.0,0.15,14,5
2651,3.2,28.0,2.0,1.0,binh-thanh,2.0,-1.0,-1.0,0.11,14,5
2652,7.9,26.0,4.0,4.0,binh-thanh,3.0,1.0,-1.0,0.3,14,5
2653,6.05,72.31,3.0,3.0,binh-thanh,3.0,1.0,0.0,0.08,14,5
2654,3.0,72.31,2.0,1.0,binh-thanh,2.0,-1.0,-1.0,0.04,14,5
2655,9.9,43.0,3.0,2.0,binh-thanh,3.0,1.0,-1.0,0.23,14,5
2656,3.0,26.0,2.0,2.0,binh-thanh,3.0,1.0,0.0,0.12,14,5
2657,8.6,60.0,4.0,5.0,binh-thanh,4.0,-1.0,0.0,0.14,14,5
2658,7.6,85.0,3.0,3.0,binh-thanh,4.0,-1.0,0.0,0.09,14,5
2659,5.8,59.0,4.0,3.0,binh-thanh,4.0,1.0,0.0,0.1,14,5
2660,6.2,56.0,3.0,3.0,binh-thanh,3.0,1.0,-1.0,0.11,14,5
2661,6.8,48.0,2.0,3.0,binh-thanh,5.0,1.0,-1.0,0.14,14,5
2662,4.5,38.0,2.0,2.0,binh-thanh,3.0,1.0,0.0,0.12,14,5
2663,4.8,50.0,3.0,3.0,binh-thanh,3.0,-1.0,0.0,0.1,14,5
2664,10.6,120.0,6.0,4.0,binh-thanh,4.0,1.0,1.0,0.09,14,5
2665,9.6,84.0,2.0,2.0,binh-thanh,1.0,-1.0,-1.0,0.11,14,5
2666,11.7,120.0,12.0,13.0,binh-thanh,3.0,-1.0,0.0,0.1,14,5
2667,18.0,435.0,13.0,13.0,binh-thanh,4.0,-1.0,0.0,0.04,14,5
2668,6.7,55.0,5.0,5.0,binh-thanh,4.0,1.0,-1.0,0.12,14,5
2669,7.2,45.0,3.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.16,14,5
2670,6.1,45.0,3.0,3.0,binh-thanh,4.0,1.0,-1.0,0.14,14,5
2671,4.5,45.0,2.0,3.0,binh-thanh,3.0,-1.0,0.0,0.1,14,5
2672,5.5,55.0,3.0,3.0,binh-thanh,2.0,1.0,0.0,0.1,14,5
2673,9.49,72.31,11.0,4.0,binh-thanh,3.0,1.0,1.0,0.13,14,5
2674,5.6,46.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.12,14,5
2675,4.25,25.0,3.0,4.0,binh-thanh,4.0,-1.0,0.0,0.17,14,5
2676,11.45,138.0,5.0,4.0,binh-thanh,3.0,1.0,0.0,0.08,14,5
2677,8.0,86.0,5.0,4.0,binh-thanh,3.0,-1.0,0.0,0.09,14,4
2678,4.5,52.0,2.0,3.0,binh-thanh,3.0,1.0,0.0,0.09,14,5
2679,4.8,40.0,3.0,2.0,binh-thanh,2.0,-1.0,0.0,0.12,14,5
2680,4.8,70.0,7.0,7.0,binh-thanh,2.0,-1.0,0.0,0.07,14,4
2681,5.8,55.0,5.0,5.0,binh-thanh,4.0,-1.0,0.0,0.11,14,4
2682,4.1,48.0,2.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.09,14,4
2683,11.5,65.0,4.0,4.0,binh-thanh,3.0,1.0,1.0,0.18,14,4
2684,6.49,52.0,3.0,4.0,binh-thanh,2.0,1.0,0.0,0.12,14,4
2685,17.5,121.0,4.0,3.0,binh-thanh,3.0,1.0,1.0,0.14,14,4
2686,13.99,250.0,5.0,4.0,binh-thanh,3.0,1.0,1.0,0.06,14,4
2687,7.2,45.0,3.0,2.0,binh-thanh,2.0,-1.0,0.0,0.16,14,4
2688,8.3,95.0,5.0,6.0,binh-thanh,3.0,-1.0,0.0,0.09,14,4
2689,8.5,90.0,5.0,4.0,binh-thanh,4.0,1.0,0.0,0.09,14,4
2690,3.8,50.0,10.0,5.0,binh-thanh,4.0,-1.0,0.0,0.08,14,4
2691,13.5,140.0,4.0,4.0,binh-thanh,3.0,-1.0,-1.0,0.1,14,4
2692,5.3,40.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.13,14,4
2693,4.0,40.0,3.0,3.0,binh-thanh,4.0,-1.0,0.0,0.1,14,4
2694,5.5,36.0,2.0,2.0,binh-thanh,4.0,-1.0,0.0,0.15,14,4
2695,4.4,35.0,2.0,2.0,binh-thanh,3.0,-1.0,0.0,0.13,14,4
2696,7.45,95.0,4.0,4.0,binh-thanh,3.0,1.0,1.0,0.08,14,4
2697,5.1,33.0,3.0,3.0,binh-thanh,3.0,-1.0,0.0,0.15,14,4
2698,4.7,34.0,5.0,3.0,binh-thanh,3.0,-1.0,0.0,0.14,14,4
2699,11.0,138.0,4.0,4.0,binh-thanh,3.0,1.0,0.0,0.08,14,4
2700,7.95,44.1,5.0,4.0,binh-thanh,5.0,1.0,0.0,0.18,14,4
2701,4.9,54.0,3.0,3.0,binh-thanh,2.0,1.0,-1.0,0.09,14,4
2702,4.1,51.0,3.0,3.0,binh-thanh,2.0,1.0,0.0,0.08,14,4
2703,4.35,35.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.12,14,4
2704,4.75,32.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.15,14,4
2705,5.95,38.0,5.0,4.0,binh-thanh,5.0,-1.0,0.0,0.16,14,4
2706,6.4,52.0,2.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.12,14,4
2707,8.49,120.0,3.0,3.0,binh-thanh,4.0,-1.0,1.0,0.07,14,4
2708,9.39,100.0,6.0,4.0,binh-thanh,3.0,1.0,0.0,0.09,14,4
2709,16.0,165.0,2.0,2.0,binh-thanh,4.0,-1.0,1.0,0.1,14,4
2710,6.1,44.0,2.0,3.0,binh-thanh,4.0,1.0,-1.0,0.14,14,4
2711,9.5,78.0,4.0,4.0,binh-thanh,4.0,1.0,0.0,0.12,14,4
2712,11.4,46.0,3.0,3.0,binh-thanh,3.0,1.0,1.0,0.25,14,4
2713,5.15,72.31,3.0,3.0,binh-thanh,2.0,-1.0,-1.0,0.07,14,4
2714,6.98,96.0,3.0,3.0,binh-thanh,2.0,-1.0,-1.0,0.07,14,4
2715,18.0,215.0,15.0,15.0,binh-thanh,3.0,1.0,1.0,0.08,14,4
2716,17.5,192.0,7.0,7.0,binh-thanh,4.0,-1.0,1.0,0.09,14,4
2717,6.5,99.0,5.0,4.0,binh-thanh,2.0,-1.0,-1.0,0.07,14,4
2718,2.8,25.0,2.0,2.0,binh-thanh,3.0,1.0,-1.0,0.11,14,4
2719,17.9,260.0,9.0,7.0,binh-thanh,3.0,-1.0,-1.0,0.07,14,4
2720,2.9,42.0,1.0,1.0,binh-thanh,2.0,1.0,1.0,0.07,14,4
2721,3.9,53.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.07,14,4
2722,13.9,91.0,5.0,7.0,binh-thanh,4.0,1.0,0.0,0.15,14,4
2723,15.3,154.0,5.0,5.0,binh-thanh,2.0,-1.0,0.0,0.1,14,4
2724,6.3,51.0,4.0,5.0,binh-thanh,3.0,-1.0,-1.0,0.12,14,4
2725,7.0,55.0,5.0,5.0,binh-thanh,4.0,1.0,-1.0,0.13,14,4
2726,12.0,75.0,3.0,4.0,binh-thanh,4.0,-1.0,-1.0,0.16,14,3
2727,9.1,52.0,2.0,2.0,binh-thanh,2.0,-1.0,1.0,0.18,14,3
2728,2.5,72.31,2.0,3.0,binh-thanh,2.0,1.0,-1.0,0.03,14,3
2729,3.0,72.31,3.0,3.0,binh-thanh,3.0,-1.0,-1.0,0.04,14,3
2730,8.8,72.31,5.0,3.0,binh-thanh,4.0,1.0,0.0,0.12,14,3
2731,16.0,250.0,5.0,3.0,binh-thanh,2.0,1.0,0.0,0.06,14,3
2732,11.6,76.0,5.0,5.0,binh-thanh,3.0,-1.0,-1.0,0.15,14,3
2733,9.3,52.0,2.0,2.0,binh-thanh,2.0,-1.0,1.0,0.18,14,3
2734,5.9,44.0,5.0,4.0,binh-thanh,5.0,-1.0,0.0,0.13,14,3
2735,1.5,13.0,2.0,1.0,binh-thanh,3.0,1.0,0.0,0.12,14,3
2736,1.5,47.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.03,14,3
2737,7.7,48.0,2.0,2.0,binh-thanh,4.0,-1.0,-1.0,0.16,14,3
2738,7.5,63.0,2.0,3.0,binh-thanh,2.0,-1.0,1.0,0.12,14,3
2739,7.2,52.0,2.0,2.0,binh-thanh,2.0,-1.0,1.0,0.14,14,3
2740,3.6,43.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.08,14,3
2741,6.9,30.0,4.0,3.0,binh-thanh,4.0,1.0,-1.0,0.23,14,3
2742,12.0,78.0,3.0,3.0,binh-thanh,2.0,1.0,0.0,0.15,14,3
2743,2.95,19.0,2.0,3.0,binh-thanh,4.0,1.0,0.0,0.16,14,3
2744,10.5,56.0,6.0,6.0,binh-thanh,4.0,1.0,-1.0,0.19,14,3
2745,12.5,74.0,6.0,6.0,binh-thanh,3.0,1.0,0.0,0.17,14,3
2746,4.5,57.0,2.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.08,14,3
2747,7.5,84.0,3.0,3.0,binh-thanh,2.0,-1.0,1.0,0.09,14,3
2748,4.4,35.0,2.0,2.0,binh-thanh,3.0,1.0,1.0,0.13,14,3
2749,9.0,45.0,5.0,6.0,binh-thanh,5.0,1.0,1.0,0.2,14,3
2750,5.75,48.0,2.0,2.0,binh-thanh,3.0,-1.0,0.0,0.12,14,3
2751,4.7,38.0,5.0,3.0,binh-thanh,3.0,1.0,0.0,0.12,14,3
2752,4.85,42.0,3.0,3.0,binh-thanh,4.0,-1.0,0.0,0.12,14,3
2753,6.5,72.31,3.0,3.0,binh-thanh,3.0,-1.0,1.0,0.09,14,3
2754,6.7,58.0,2.0,2.0,binh-thanh,2.0,-1.0,0.0,0.12,14,3
2755,10.75,86.0,3.0,4.0,binh-thanh,3.0,-1.0,1.0,0.12,14,3
2756,15.45,125.0,7.0,7.0,binh-thanh,4.0,1.0,0.0,0.12,14,3
2757,8.8,46.0,4.0,2.0,binh-thanh,3.0,1.0,1.0,0.19,14,3
2758,6.5,40.0,4.0,4.0,binh-thanh,3.0,1.0,0.0,0.16,14,3
2759,9.3,80.0,3.0,3.0,binh-thanh,2.0,-1.0,0.0,0.12,14,3
2760,5.3,40.0,2.0,2.0,binh-thanh,2.0,1.0,0.0,0.13,14,3
2761,10.0,75.0,6.0,8.0,binh-thanh,5.0,1.0,1.0,0.13,14,3
2762,3.8,40.0,4.0,3.0,binh-thanh,3.0,-1.0,0.0,0.1,14,3
2763,12.9,79.0,4.0,5.0,binh-thanh,6.0,1.0,0.0,0.16,14,3
2764,6.5,50.0,3.0,3.0,binh-thanh,4.0,-1.0,1.0,0.13,14,3
2765,10.0,105.0,5.0,5.0,binh-thanh,3.0,-1.0,0.0,0.1,14,3
2766,6.15,75.0,5.0,3.0,binh-thanh,4.0,1.0,0.0,0.08,14,3
2767,6.2,30.0,3.0,3.0,binh-thanh,5.0,-1.0,0.0,0.21,14,3
2768,6.5,28.0,3.0,3.0,binh-thanh,3.0,-1.0,1.0,0.23,14,3
2769,3.9,16.0,2.0,2.0,binh-thanh,3.0,-1.0,-1.0,0.24,14,3
2770,6.5,60.0,2.0,3.0,binh-thanh,2.0,1.0,0.0,0.11,14,3
2771,7.1,98.0,5.0,4.0,binh-thanh,2.0,-1.0,-1.0,0.07,14,3
2772,6.85,49.0,3.0,2.0,binh-thanh,4.0,1.0,1.0,0.14,14,3
2773,5.0,34.0,3.0,3.0,binh-thanh,3.0,-1.0,0.0,0.15,14,3
2774,10.45,120.0,7.0,4.0,binh-thanh,4.0,1.0,0.0,0.09,14,3
2775,9.8,95.0,6.0,4.0,binh-thanh,5.0,1.0,0.0,0.1,14,3
2776,5.8,72.0,4.0,3.0,binh-thanh,4.0,1.0,0.0,0.08,14,3
2777,4.2,80.0,3.0,4.0,binh-thanh,3.0,1.0,0.0,0.05,14,3
2778,6.2,48.0,6.0,3.0,binh-thanh,5.0,1.0,0.0,0.13,14,3
2779,4.8,36.0,2.0,2.0,binh-thanh,2.0,-1.0,-1.0,0.13,14,3
2780,4.95,35.0,3.0,3.0,binh-thanh,3.0,1.0,-1.0,0.14,14,3
2781,6.8,41.4,6.0,4.0,binh-thanh,3.0,-1.0,-1.0,0.16,14,3
2782,14.5,75.0,4.0,4.0,binh-thanh,2.0,-1.0,1.0,0.19,14,3
2783,5.8,80.0,3.0,2.0,binh-thanh,2.0,1.0,1.0,0.07,14,3
2784,6.6,56.0,6.0,5.0,binh-thanh,6.0,1.0,1.0,0.12,14,3
2785,9.5,40.0,5.0,6.0,binh-thanh,7.0,1.0,-1.0,0.24,14,2
2786,13.5,65.0,3.0,3.0,binh-thanh,3.0,1.0,0.0,0.21,14,2
2787,13.45,155.0,4.0,4.0,binh-thanh,4.0,1.0,0.0,0.09,14,2
2788,9.92,135.0,3.0,3.0,binh-thanh,2.0,-1.0,1.0,0.07,14,2
2789,8.0,63.0,4.0,5.0,binh-thanh,4.0,-1.0,0.0,0.13,14,2
2790,5.8,45.0,4.0,1.0,binh-thanh,3.0,1.0,1.0,0.13,14,2
2791,10.65,136.0,4.0,3.0,binh-thanh,2.0,-1.0,0.0,0.08,14,2
2792,13.55,140.0,4.0,4.0,binh-thanh,3.0,1.0,0.0,0.1,14,2
2793,14.5,235.0,5.0,6.0,binh-thanh,3.0,1.0,0.0,0.06,14,2
2794,7.85,55.0,5.0,5.0,binh-thanh,3.0,1.0,-1.0,0.14,14,2
2795,11.6,35.0,3.0,3.0,binh-thanh,3.0,1.0,-1.0,0.33,14,2
2796,15.8,175.0,10.0,10.0,binh-thanh,3.0,1.0,1.0,0.09,14,2
2797,9.9,100.0,6.0,3.0,binh-thanh,3.0,1.0,0.0,0.1,14,2
2798,12.85,180.0,2.0,9.0,binh-thanh,2.0,1.0,0.0,0.07,14,2
2799,12.0,60.0,4.0,3.0,binh-thanh,4.0,1.0,1.0,0.2,14,2
2800,16.48,196.0,7.0,7.0,binh-thanh,5.0,1.0,0.0,0.08,14,2
2801,15.95,240.0,12.0,12.0,binh-thanh,3.0,-1.0,0.0,0.07,14,2
2802,10.2,110.0,4.0,3.0,binh-thanh,3.0,1.0,0.0,0.09,14,2
2803,3.8,30.0,3.0,3.0,binh-thanh,3.0,-1.0,-1.0,0.13,14,2
2804,3.88,25.0,3.0,2.0,binh-thanh,2.0,1.0,0.0,0.16,14,2
2805,5.7,56.0,3.0,3.0,binh-thanh,2.0,-1.0,0.0,0.1,14,2
2806,1.95,18.0,2.0,2.0,binh-thanh,3.0,1.0,0.0,0.11,14,2
2807,6.1,52.0,10.0,10.0,binh-thanh,5.0,1.0,-1.0,0.12,14,2
2808,4.2,29.0,3.0,3.0,binh-thanh,3.0,1.0,0.0,0.14,14,2
2809,12.99,114.0,12.0,12.0,binh-thanh,3.0,1.0,1.0,0.11,14,2
2810,13.45,137.0,7.0,6.0,binh-thanh,3.0,1.0,0.0,0.1,14,2
