No,Price,Area,Bedrooms,WCs,District,Floors,Legal_status,Frontage,Price_per_sqm,District_encoded,Month
1401,3.7,65.0,2.0,1.0,quan-12,3.0,1.0,0.0,0.06,11,3
1402,3.3,55.0,5.0,5.0,quan-12,3.0,1.0,0.0,0.06,11,3
1403,3.55,60.0,2.0,2.0,quan-12,2.0,1.0,1.0,0.06,11,3
1404,6.5,50.0,4.0,5.0,quan-12,3.0,1.0,1.0,0.13,11,3
1405,3.35,40.0,3.0,3.0,quan-12,3.0,1.0,0.0,0.08,11,3
1406,1.9,20.0,1.0,2.0,quan-12,2.0,1.0,0.0,0.1,11,3
1407,4.6,60.0,3.0,3.0,quan-12,3.0,1.0,0.0,0.08,11,3
1408,5.0,80.0,4.0,4.0,quan-12,3.0,1.0,-1.0,0.06,11,3
1409,4.7,161.0,5.0,4.0,quan-12,3.0,1.0,-1.0,0.03,11,3
1410,5.58,68.0,3.0,2.0,quan-12,3.0,1.0,1.0,0.08,11,3
1411,5.2,90.0,5.0,4.0,quan-12,3.0,1.0,-1.0,0.06,11,3
1412,6.0,199.0,5.0,5.0,quan-12,4.0,1.0,1.0,0.03,11,3
1413,3.7,80.0,4.0,4.0,quan-12,3.0,1.0,-1.0,0.05,11,3
1414,3.9,60.0,4.0,4.0,quan-12,4.0,1.0,1.0,0.06,11,3
1415,4.7,90.0,2.0,2.0,quan-12,3.0,1.0,1.0,0.05,11,3
1416,2.95,40.0,2.0,2.0,quan-12,2.0,1.0,0.0,0.07,11,3
1417,8.5,116.0,4.0,4.0,quan-12,3.0,1.0,-1.0,0.07,11,2
1418,4.9,60.0,4.0,3.0,quan-12,3.0,1.0,-1.0,0.08,11,2
1419,2.55,34.0,2.0,2.0,quan-12,2.0,1.0,0.0,0.08,11,2
1420,2.58,40.0,2.0,2.0,quan-12,2.0,1.0,0.0,0.06,11,2
1421,14.7,160.0,3.0,4.0,quan-12,4.0,1.0,1.0,0.09,11,2
1422,3.7,80.0,2.0,2.0,quan-12,2.0,1.0,1.0,0.05,11,2
1423,2.85,40.0,2.0,2.0,quan-12,2.0,1.0,0.0,0.07,11,2
1424,5.0,198.0,5.0,5.0,quan-12,4.0,1.0,-1.0,0.03,11,2
1425,6.5,50.0,5.0,4.0,quan-12,1.0,1.0,1.0,0.13,11,2
1426,2.35,37.0,2.0,2.0,quan-12,2.0,1.0,0.0,0.06,11,2
1427,3.65,69.0,3.0,2.0,quan-12,2.0,1.0,1.0,0.05,11,2
1428,4.5,90.0,4.0,2.0,quan-12,3.0,1.0,0.0,0.05,11,2
1429,4.7,70.0,3.0,3.0,quan-12,2.0,1.0,1.0,0.07,11,2
1430,6.6,90.0,3.0,2.0,quan-12,2.0,1.0,1.0,0.07,11,2
1431,4.7,105.0,2.0,2.0,quan-12,2.0,1.0,0.0,0.04,11,2
1432,3.7,68.0,2.0,2.0,quan-12,2.0,1.0,-1.0,0.05,11,2
1433,3.0,40.0,2.0,1.0,quan-12,2.0,1.0,0.0,0.08,11,2
1434,3.3,60.0,1.0,1.0,quan-12,3.0,1.0,0.0,0.06,11,2
1435,4.9,120.0,10.0,10.0,quan-12,3.0,1.0,0.0,0.04,11,2
1436,9.0,90.0,5.0,5.0,quan-12,4.0,1.0,1.0,0.1,11,2
1437,3.6,100.0,2.0,2.0,quan-12,3.0,1.0,1.0,0.04,11,2
1438,4.8,100.0,3.0,4.0,quan-12,2.0,1.0,0.0,0.05,11,2
1439,6.2,110.0,3.0,4.0,quan-12,3.0,1.0,0.0,0.06,11,2
1440,6.0,70.0,3.0,3.0,quan-12,2.0,1.0,1.0,0.09,11,2
1441,6.8,80.0,5.0,6.0,quan-12,4.0,1.0,0.0,0.08,11,2
1442,15.5,225.0,2.0,2.0,quan-12,3.0,1.0,1.0,0.07,11,2
1443,8.2,120.0,6.0,6.0,quan-12,5.0,1.0,1.0,0.07,11,1
1444,5.2,80.0,2.0,1.0,quan-12,3.0,1.0,1.0,0.06,11,1
1445,14.0,350.0,36.0,37.0,quan-12,3.0,1.0,-1.0,0.04,11,1
1446,4.75,90.0,4.0,5.0,quan-12,3.0,1.0,-1.0,0.05,11,1
1447,5.3,70.0,2.0,2.0,quan-12,2.0,1.0,1.0,0.08,11,1
1448,4.0,100.0,2.0,2.0,quan-12,3.0,1.0,1.0,0.04,11,1
1449,15.9,120.0,4.0,4.0,quan-12,4.0,1.0,1.0,0.13,11,1
1450,2.85,74.0,2.0,2.0,quan-12,2.0,1.0,-1.0,0.04,11,1
1451,3.8,100.0,1.0,1.0,quan-12,3.0,1.0,0.0,0.04,11,1
1452,4.6,65.0,4.0,5.0,quan-12,3.0,1.0,0.0,0.07,11,1
1453,8.5,166.0,6.0,6.0,quan-12,2.0,1.0,1.0,0.05,11,1
1454,12.0,200.0,12.0,12.0,binh-chanh,3.0,-1.0,-1.0,0.06,12,11
1455,5.5,184.0,3.0,8.0,binh-chanh,2.0,-1.0,-1.0,0.03,12,10
1456,5.7,48.0,4.0,3.0,binh-chanh,4.0,-1.0,1.0,0.12,12,7
1457,2.75,50.0,2.0,2.0,binh-chanh,2.0,-1.0,-1.0,0.06,12,6
1458,2.7,65.0,3.0,2.0,binh-chanh,3.0,-1.0,1.0,0.04,12,6
1459,3.75,71.0,3.0,1.0,binh-chanh,3.0,1.0,0.0,0.05,12,5
1460,3.0,32.0,2.0,1.0,binh-chanh,2.0,-1.0,0.0,0.09,12,5
1461,9.9,180.0,3.0,4.0,binh-chanh,3.0,1.0,1.0,0.06,12,4
1462,6.5,80.0,3.0,3.0,binh-chanh,3.0,1.0,-1.0,0.08,12,3
1463,10.0,80.0,4.0,3.0,binh-chanh,2.0,-1.0,1.0,0.12,12,3
1464,9.2,210.0,3.0,5.0,binh-chanh,3.0,-1.0,1.0,0.04,12,3
1465,7.6,248.0,3.0,2.0,binh-chanh,2.0,-1.0,1.0,0.03,12,3
1466,4.55,48.0,4.0,5.0,binh-tan,4.0,1.0,0.0,0.09,13,12
1467,13.5,300.0,6.0,5.0,binh-tan,4.0,1.0,-1.0,0.04,13,12
1468,5.38,80.0,4.0,4.0,binh-tan,3.0,1.0,0.0,0.07,13,12
1469,6.5,68.0,4.0,5.0,binh-tan,4.0,-1.0,1.0,0.1,13,12
1470,4.85,63.0,4.0,3.0,binh-tan,3.0,-1.0,0.0,0.08,13,12
1471,6.18,72.0,6.0,5.0,binh-tan,4.0,1.0,-1.0,0.09,13,12
1472,3.3,36.0,3.0,3.0,binh-tan,2.0,1.0,0.0,0.09,13,12
1473,3.7,89.0,2.0,2.0,binh-tan,3.0,1.0,0.0,0.04,13,5
1474,4.15,55.0,3.0,2.0,binh-tan,2.0,1.0,-1.0,0.08,13,11
1475,3.0,40.0,2.0,2.0,binh-tan,2.0,1.0,-1.0,0.08,13,11
1476,12.0,80.0,4.0,4.0,binh-tan,3.0,-1.0,-1.0,0.15,13,11
1477,16.0,129.0,6.0,4.0,binh-tan,3.0,1.0,-1.0,0.12,13,11
1478,15.8,376.0,16.0,16.0,binh-tan,2.0,-1.0,1.0,0.04,13,11
1479,6.4,100.0,4.0,3.0,binh-tan,3.0,1.0,1.0,0.06,13,11
1480,12.5,100.0,4.0,5.0,binh-tan,3.0,1.0,-1.0,0.12,13,11
1481,3.5,50.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.07,13,11
1482,4.6,58.0,3.0,3.0,binh-tan,3.0,-1.0,0.0,0.08,13,11
1483,4.7,48.0,3.0,3.0,binh-tan,4.0,-1.0,0.0,0.1,13,11
1484,10.5,112.0,4.0,4.0,binh-tan,2.0,-1.0,0.0,0.09,13,11
1485,4.5,54.0,3.0,3.0,binh-tan,2.0,-1.0,0.0,0.08,13,11
1486,4.35,64.0,3.0,3.0,binh-tan,3.0,-1.0,0.0,0.07,13,11
1487,11.5,60.0,5.0,5.0,binh-tan,3.0,1.0,1.0,0.19,13,11
1488,9.6,84.0,4.0,3.0,binh-tan,3.0,1.0,1.0,0.11,13,11
1489,4.7,70.0,3.0,2.0,binh-tan,2.0,1.0,0.0,0.07,13,11
1490,5.2,46.0,3.0,3.0,binh-tan,3.0,1.0,0.0,0.11,13,11
1491,3.0,32.0,3.0,3.0,binh-tan,2.0,-1.0,0.0,0.09,13,11
1492,3.33,49.0,2.0,2.0,binh-tan,2.0,-1.0,-1.0,0.07,13,11
1493,3.6,50.0,3.0,2.0,binh-tan,2.0,1.0,0.0,0.07,13,11
1494,5.2,55.0,3.0,3.0,binh-tan,3.0,1.0,0.0,0.09,13,11
1495,2.9,44.0,2.0,2.0,binh-tan,2.0,-1.0,-1.0,0.07,13,11
1496,3.1,60.0,3.0,2.0,binh-tan,2.0,-1.0,0.0,0.05,13,11
1497,14.9,100.0,5.0,6.0,binh-tan,5.0,1.0,-1.0,0.15,13,11
1498,4.8,72.0,4.0,3.0,binh-tan,2.0,-1.0,-1.0,0.07,13,11
1499,6.1,54.0,3.0,3.0,binh-tan,1.0,-1.0,1.0,0.11,13,11
1500,3.2,44.0,2.0,2.0,binh-tan,2.0,-1.0,-1.0,0.07,13,11
1501,12.0,80.0,4.0,4.0,binh-tan,3.0,1.0,1.0,0.15,13,11
1502,7.6,96.0,3.0,3.0,binh-tan,3.0,-1.0,1.0,0.08,13,11
1503,7.8,80.0,5.0,4.0,binh-tan,3.0,-1.0,1.0,0.1,13,11
1504,7.5,80.0,5.0,4.0,binh-tan,3.0,-1.0,1.0,0.09,13,11
1505,7.9,70.0,5.0,4.0,binh-tan,3.0,-1.0,1.0,0.11,13,11
1506,4.45,88.0,3.0,3.0,binh-tan,2.0,1.0,-1.0,0.05,13,11
1507,6.6,64.0,2.0,2.0,binh-tan,2.0,1.0,1.0,0.1,13,11
1508,14.5,126.0,12.0,12.0,binh-tan,3.0,1.0,1.0,0.12,13,11
1509,9.68,86.0,8.0,6.0,binh-tan,6.0,1.0,-1.0,0.11,13,11
1510,16.0,100.0,4.0,6.0,binh-tan,3.0,-1.0,1.0,0.16,13,11
1511,9.4,80.0,4.0,4.0,binh-tan,3.0,1.0,1.0,0.12,13,11
1512,2.75,43.0,2.0,2.0,binh-tan,2.0,1.0,1.0,0.06,13,11
1513,17.5,60.0,5.0,5.0,binh-tan,3.0,-1.0,1.0,0.29,13,11
1514,5.1,56.0,4.0,3.0,binh-tan,3.0,-1.0,0.0,0.09,13,11
1515,2.6,33.0,3.0,2.0,binh-tan,3.0,1.0,0.0,0.08,13,11
1516,17.2,177.0,17.0,18.0,binh-tan,2.0,-1.0,1.0,0.1,13,11
1517,13.5,96.0,4.0,5.0,binh-tan,3.0,-1.0,1.0,0.14,13,11
1518,9.8,100.0,6.0,5.0,binh-tan,4.0,1.0,1.0,0.1,13,11
1519,9.8,100.0,4.0,4.0,binh-tan,3.0,1.0,1.0,0.1,13,11
1520,2.7,60.0,3.0,2.0,binh-tan,2.0,-1.0,1.0,0.05,13,11
1521,4.9,65.0,3.0,3.0,binh-tan,2.0,-1.0,-1.0,0.08,13,11
1522,6.38,68.0,6.0,6.0,binh-tan,5.0,1.0,0.0,0.09,13,11
1523,4.3,75.0,2.0,2.0,binh-tan,2.0,1.0,0.0,0.06,13,11
1524,9.9,125.0,5.0,4.0,binh-tan,3.0,-1.0,1.0,0.08,13,11
1525,10.5,80.0,4.0,4.0,binh-tan,1.0,-1.0,1.0,0.13,13,11
1526,3.8,56.0,3.0,3.0,binh-tan,3.0,1.0,0.0,0.07,13,11
1527,5.0,48.0,3.0,3.0,binh-tan,3.0,-1.0,0.0,0.1,13,11
1528,5.38,75.0,4.0,4.0,binh-tan,4.0,1.0,0.0,0.07,13,11
1529,4.85,63.0,4.0,3.0,binh-tan,3.0,1.0,-1.0,0.08,13,11
1530,5.5,52.0,4.0,3.0,binh-tan,3.0,1.0,-1.0,0.11,13,11
1531,7.3,72.0,5.0,4.0,binh-tan,2.0,-1.0,1.0,0.1,13,11
1532,6.7,80.0,4.0,4.0,binh-tan,2.0,-1.0,1.0,0.08,13,11
1533,11.5,80.0,4.0,3.0,binh-tan,3.0,1.0,1.0,0.14,13,11
1534,8.2,80.0,5.0,4.0,binh-tan,2.0,-1.0,1.0,0.1,13,11
1535,16.5,149.0,6.0,8.0,binh-tan,4.0,-1.0,1.0,0.11,13,11
1536,7.8,64.0,4.0,4.0,binh-tan,2.0,-1.0,1.0,0.12,13,11
1537,4.15,50.0,2.0,2.0,binh-tan,2.0,-1.0,-1.0,0.08,13,11
1538,14.3,134.0,9.0,8.0,binh-tan,4.0,1.0,1.0,0.11,13,11
1539,9.7,80.0,5.0,4.0,binh-tan,3.0,1.0,1.0,0.12,13,11
1540,5.7,56.0,4.0,4.0,binh-tan,4.0,-1.0,0.0,0.1,13,10
1541,4.55,57.0,3.0,3.0,binh-tan,2.0,-1.0,0.0,0.08,13,10
1542,4.9,68.0,3.0,2.0,binh-tan,2.0,-1.0,-1.0,0.07,13,10
1543,3.95,65.0,2.0,2.0,binh-tan,2.0,-1.0,-1.0,0.06,13,10
1544,12.0,150.0,12.0,12.0,binh-tan,4.0,-1.0,-1.0,0.08,13,10
1545,5.0,80.0,4.0,3.0,binh-tan,3.0,1.0,0.0,0.06,13,10
1546,3.9,80.0,3.0,2.0,binh-tan,2.0,1.0,0.0,0.05,13,10
1547,14.2,80.0,4.0,4.0,binh-tan,3.0,1.0,1.0,0.18,13,10
1548,4.15,50.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.08,13,10
1549,16.0,126.0,7.0,8.0,binh-tan,3.0,-1.0,1.0,0.13,13,10
1550,7.5,66.0,4.0,4.0,binh-tan,4.0,-1.0,0.0,0.11,13,10
1551,7.0,90.0,4.0,3.0,binh-tan,2.0,-1.0,0.0,0.08,13,10
1552,4.25,50.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.08,13,10
1553,4.25,44.0,4.0,3.0,binh-tan,3.0,-1.0,0.0,0.1,13,10
1554,8.0,105.0,4.0,3.0,binh-tan,3.0,-1.0,1.0,0.08,13,10
1555,5.5,84.0,4.0,6.0,binh-tan,3.0,1.0,1.0,0.07,13,10
1556,16.5,280.0,11.0,11.0,binh-tan,4.0,1.0,1.0,0.06,13,10
1557,4.68,48.0,4.0,3.0,binh-tan,4.0,1.0,-1.0,0.1,13,10
1558,3.0,91.28,3.0,3.0,binh-tan,3.0,-1.0,-1.0,0.03,13,10
1559,13.5,100.0,4.0,5.0,binh-tan,4.0,-1.0,-1.0,0.14,13,10
1560,3.8,38.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.1,13,10
1561,9.2,80.0,6.0,5.0,binh-tan,4.0,1.0,1.0,0.12,13,10
1562,12.11,150.0,13.0,13.0,binh-tan,4.0,-1.0,-1.0,0.08,13,10
1563,2.9,60.0,3.0,3.0,binh-tan,2.0,1.0,1.0,0.05,13,10
1564,11.3,84.0,4.0,4.0,binh-tan,4.0,-1.0,1.0,0.13,13,10
1565,2.7,58.0,3.0,3.0,binh-tan,3.0,1.0,0.0,0.05,13,10
1566,3.7,56.0,3.0,2.0,binh-tan,3.0,1.0,0.0,0.07,13,10
1567,15.0,80.0,4.0,5.0,binh-tan,3.0,1.0,1.0,0.19,13,10
1568,12.7,100.0,5.0,5.0,binh-tan,3.0,-1.0,1.0,0.13,13,10
1569,4.0,44.0,3.0,2.0,binh-tan,3.0,-1.0,-1.0,0.09,13,10
1570,2.7,45.0,2.0,2.0,binh-tan,1.0,-1.0,-1.0,0.06,13,10
1571,3.85,44.0,2.0,2.0,binh-tan,1.0,-1.0,-1.0,0.09,13,10
1572,2.9,60.0,2.0,3.0,binh-tan,2.0,-1.0,-1.0,0.05,13,10
1573,4.7,82.0,4.0,3.0,binh-tan,2.0,-1.0,-1.0,0.06,13,10
1574,7.9,48.0,4.0,3.0,binh-tan,3.0,-1.0,-1.0,0.16,13,10
1575,10.5,65.0,4.0,5.0,binh-tan,3.0,-1.0,1.0,0.16,13,10
1576,15.0,120.0,6.0,7.0,binh-tan,3.0,-1.0,1.0,0.12,13,10
1577,3.25,44.0,2.0,2.0,binh-tan,1.0,-1.0,0.0,0.07,13,10
1578,6.9,78.0,5.0,6.0,binh-tan,5.0,-1.0,1.0,0.09,13,10
1579,5.9,80.0,4.0,4.0,binh-tan,4.0,1.0,0.0,0.07,13,10
1580,3.95,80.0,3.0,2.0,binh-tan,1.0,-1.0,-1.0,0.05,13,10
1581,4.4,60.0,3.0,3.0,binh-tan,4.0,-1.0,0.0,0.07,13,10
1582,10.0,84.0,2.0,7.0,binh-tan,3.0,1.0,1.0,0.12,13,10
1583,6.5,60.0,3.0,4.0,binh-tan,3.0,1.0,0.0,0.11,13,10
1584,3.55,50.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.07,13,10
1585,5.7,70.0,5.0,5.0,binh-tan,5.0,-1.0,-1.0,0.08,13,10
1586,3.15,32.0,3.0,2.0,binh-tan,2.0,-1.0,-1.0,0.1,13,10
1587,4.8,71.0,3.0,2.0,binh-tan,2.0,-1.0,-1.0,0.07,13,10
1588,3.0,91.28,3.0,3.0,binh-tan,3.0,-1.0,-1.0,0.03,13,10
1589,7.5,54.0,4.0,5.0,binh-tan,5.0,-1.0,-1.0,0.14,13,10
1590,6.38,100.0,4.0,3.0,binh-tan,3.0,-1.0,0.0,0.06,13,10
1591,7.5,60.0,4.0,4.0,binh-tan,3.0,-1.0,0.0,0.12,13,10
1592,12.0,64.0,6.0,6.0,binh-tan,5.0,1.0,1.0,0.19,13,10
1593,5.68,68.0,6.0,5.0,binh-tan,5.0,1.0,-1.0,0.08,13,10
1594,13.2,100.0,5.0,6.0,binh-tan,4.0,-1.0,1.0,0.13,13,10
1595,11.0,80.0,3.0,2.0,binh-tan,2.0,1.0,1.0,0.14,13,10
1596,5.6,60.0,3.0,3.0,binh-tan,3.0,-1.0,-1.0,0.09,13,10
1597,9.7,100.0,4.0,4.0,binh-tan,3.0,-1.0,-1.0,0.1,13,10
1598,5.88,90.0,4.0,4.0,binh-tan,4.0,1.0,-1.0,0.07,13,10
1599,7.7,80.0,4.0,4.0,binh-tan,3.0,-1.0,1.0,0.1,13,10
1600,16.86,80.0,4.0,5.0,binh-tan,4.0,1.0,1.0,0.21,13,10
1601,5.5,74.0,4.0,4.0,binh-tan,4.0,-1.0,0.0,0.07,13,10
1602,6.1,104.0,4.0,3.0,binh-tan,3.0,-1.0,1.0,0.06,13,10
1603,4.2,65.0,3.0,2.0,binh-tan,3.0,-1.0,0.0,0.06,13,10
1604,6.8,64.0,4.0,5.0,binh-tan,4.0,-1.0,1.0,0.11,13,10
1605,10.88,80.0,4.0,4.0,binh-tan,4.0,-1.0,1.0,0.14,13,10
1606,7.5,100.0,4.0,5.0,binh-tan,3.0,1.0,-1.0,0.08,13,10
1607,2.1,53.0,2.0,1.0,binh-tan,2.0,1.0,-1.0,0.04,13,10
1608,9.75,84.0,5.0,4.0,binh-tan,1.0,-1.0,1.0,0.12,13,10
1609,11.63,64.0,5.0,6.0,binh-tan,1.0,1.0,1.0,0.18,13,10
1610,5.7,52.0,4.0,4.0,binh-tan,4.0,1.0,1.0,0.11,13,10
1611,7.2,86.0,4.0,3.0,binh-tan,3.0,-1.0,0.0,0.08,13,10
1612,6.3,81.0,4.0,3.0,binh-tan,4.0,-1.0,0.0,0.08,13,10
1613,7.2,72.0,5.0,4.0,binh-tan,2.0,-1.0,0.0,0.1,13,10
1614,5.98,60.0,5.0,5.0,binh-tan,5.0,-1.0,0.0,0.1,13,10
1615,3.43,50.0,3.0,2.0,binh-tan,2.0,1.0,0.0,0.07,13,10
1616,3.6,57.0,3.0,3.0,binh-tan,2.0,1.0,0.0,0.06,13,10
1617,4.65,66.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.07,13,10
1618,3.6,85.0,3.0,2.0,binh-tan,2.0,1.0,1.0,0.04,13,10
1619,3.75,57.0,3.0,3.0,binh-tan,2.0,1.0,0.0,0.07,13,10
1620,6.38,70.0,4.0,4.0,binh-tan,4.0,1.0,0.0,0.09,13,10
1621,4.9,45.0,3.0,2.0,binh-tan,2.0,-1.0,-1.0,0.11,13,10
1622,12.5,100.0,5.0,6.0,binh-tan,3.0,-1.0,1.0,0.12,13,10
1623,3.5,37.0,3.0,3.0,binh-tan,3.0,-1.0,0.0,0.09,13,10
1624,12.5,80.0,4.0,4.0,binh-tan,3.0,-1.0,1.0,0.16,13,10
1625,4.9,91.28,3.0,3.0,binh-tan,2.0,-1.0,1.0,0.05,13,10
1626,4.9,40.0,3.0,2.0,binh-tan,2.0,-1.0,-1.0,0.12,13,10
1627,9.9,100.0,4.0,4.0,binh-tan,3.0,-1.0,-1.0,0.1,13,10
1628,7.6,80.0,4.0,4.0,binh-tan,3.0,1.0,1.0,0.1,13,10
1629,15.0,100.0,5.0,6.0,binh-tan,3.0,1.0,-1.0,0.15,13,10
1630,5.1,45.0,4.0,5.0,binh-tan,4.0,-1.0,0.0,0.11,13,10
1631,5.2,90.0,3.0,4.0,binh-tan,3.0,-1.0,0.0,0.06,13,10
1632,7.5,105.0,4.0,3.0,binh-tan,3.0,-1.0,1.0,0.07,13,10
1633,6.4,64.0,4.0,4.0,binh-tan,4.0,-1.0,0.0,0.1,13,10
1634,4.45,48.0,3.0,3.0,binh-tan,3.0,-1.0,0.0,0.09,13,10
1635,4.6,60.0,3.0,2.0,binh-tan,2.0,-1.0,0.0,0.08,13,10
1636,3.1,48.0,3.0,2.0,binh-tan,2.0,-1.0,0.0,0.06,13,10
1637,3.4,50.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.07,13,10
1638,5.5,64.0,3.0,3.0,binh-tan,2.0,-1.0,1.0,0.09,13,10
1639,5.5,52.0,3.0,3.0,binh-tan,2.0,-1.0,1.0,0.11,13,10
1640,4.45,60.0,2.0,2.0,binh-tan,2.0,-1.0,1.0,0.07,13,10
1641,5.5,60.0,3.0,3.0,binh-tan,2.0,-1.0,1.0,0.09,13,10
1642,5.45,64.0,4.0,5.0,binh-tan,4.0,-1.0,0.0,0.09,13,10
1643,5.0,50.0,2.0,2.0,binh-tan,1.0,-1.0,-1.0,0.1,13,10
1644,2.3,47.0,3.0,3.0,binh-tan,2.0,-1.0,-1.0,0.05,13,10
1645,4.5,70.0,4.0,3.0,binh-tan,3.0,-1.0,0.0,0.06,13,10
1646,4.9,72.0,4.0,4.0,binh-tan,3.0,-1.0,0.0,0.07,13,10
1647,5.6,63.0,4.0,4.0,binh-tan,4.0,-1.0,0.0,0.09,13,10
1648,5.1,62.0,4.0,4.0,binh-tan,4.0,1.0,0.0,0.08,13,10
1649,12.5,180.0,24.0,24.0,binh-tan,5.0,1.0,0.0,0.07,13,10
1650,10.5,131.0,5.0,4.0,binh-tan,3.0,-1.0,-1.0,0.08,13,9
1651,2.9,40.0,3.0,2.0,binh-tan,3.0,1.0,0.0,0.07,13,10
1652,6.9,68.0,3.0,3.0,binh-tan,3.0,1.0,0.0,0.1,13,10
1653,7.0,73.0,3.0,3.0,binh-tan,2.0,1.0,1.0,0.1,13,10
1654,2.93,30.0,3.0,2.0,binh-tan,3.0,-1.0,0.0,0.1,13,9
1655,5.89,84.0,4.0,4.0,binh-tan,4.0,1.0,0.0,0.07,13,9
1656,1.85,35.0,3.0,3.0,binh-tan,2.0,1.0,0.0,0.05,13,9
1657,10.38,80.0,4.0,4.0,binh-tan,4.0,-1.0,1.0,0.13,13,9
1658,14.0,280.0,11.0,11.0,binh-tan,4.0,-1.0,0.0,0.05,13,9
1659,4.6,83.0,4.0,3.0,binh-tan,2.0,-1.0,-1.0,0.06,13,9
1660,2.7,55.0,3.0,2.0,binh-tan,3.0,-1.0,0.0,0.05,13,9
1661,4.5,68.0,3.0,2.0,binh-tan,2.0,-1.0,-1.0,0.07,13,9
1662,3.35,30.0,2.0,2.0,binh-tan,2.0,-1.0,1.0,0.11,13,9
1663,5.3,48.0,4.0,3.0,binh-tan,4.0,-1.0,0.0,0.11,13,9
1664,4.9,44.0,4.0,3.0,binh-tan,4.0,1.0,0.0,0.11,13,9
1665,3.0,40.0,2.0,2.0,binh-tan,3.0,1.0,-1.0,0.08,13,9
1666,7.28,108.0,5.0,4.0,binh-tan,4.0,-1.0,0.0,0.07,13,9
1667,3.75,62.0,3.0,2.0,binh-tan,2.0,-1.0,0.0,0.06,13,9
1668,5.88,76.0,5.0,4.0,binh-tan,5.0,1.0,0.0,0.08,13,9
1669,10.28,88.0,4.0,3.0,binh-tan,4.0,1.0,-1.0,0.12,13,9
1670,4.6,46.0,3.0,2.0,binh-tan,3.0,-1.0,0.0,0.1,13,9
1671,6.0,64.0,4.0,4.0,binh-tan,4.0,-1.0,0.0,0.09,13,9
1672,3.7,48.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.08,13,9
1673,4.7,105.0,4.0,3.0,binh-tan,3.0,1.0,1.0,0.04,13,9
1674,3.9,63.0,2.0,2.0,binh-tan,2.0,-1.0,-1.0,0.06,13,9
1675,4.4,48.0,4.0,3.0,binh-tan,3.0,1.0,1.0,0.09,13,9
1676,5.6,135.0,3.0,2.0,binh-tan,3.0,1.0,1.0,0.04,13,9
1677,5.6,65.0,6.0,3.0,binh-tan,3.0,1.0,0.0,0.09,13,9
1678,3.55,40.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.09,13,9
1679,4.5,72.0,3.0,2.0,binh-tan,2.0,-1.0,0.0,0.06,13,9
1680,6.35,52.2,4.0,5.0,binh-tan,5.0,-1.0,0.0,0.12,13,9
1681,4.85,65.0,3.0,2.0,binh-tan,3.0,1.0,0.0,0.07,13,9
1682,6.3,73.0,4.0,5.0,binh-tan,4.0,-1.0,0.0,0.09,13,9
1683,13.5,80.0,5.0,6.0,binh-tan,6.0,-1.0,1.0,0.17,13,9
1684,4.1,37.0,3.0,2.0,binh-tan,3.0,-1.0,0.0,0.11,13,9
1685,4.4,57.0,4.0,4.0,binh-tan,3.0,-1.0,0.0,0.08,13,9
1686,3.15,91.28,2.0,2.0,binh-tan,3.0,1.0,0.0,0.03,13,9
1687,6.4,73.0,4.0,4.0,binh-tan,4.0,1.0,-1.0,0.09,13,9
1688,4.6,44.0,4.0,4.0,binh-tan,4.0,-1.0,0.0,0.1,13,9
1689,6.8,72.0,4.0,5.0,binh-tan,3.0,-1.0,1.0,0.09,13,9
1690,6.9,87.0,5.0,3.0,binh-tan,3.0,1.0,1.0,0.08,13,9
1691,5.7,72.0,4.0,4.0,binh-tan,3.0,-1.0,0.0,0.08,13,9
1692,6.7,54.0,6.0,7.0,binh-tan,4.0,-1.0,0.0,0.12,13,9
1693,4.7,60.0,3.0,3.0,binh-tan,2.0,-1.0,0.0,0.08,13,9
1694,4.5,72.0,3.0,2.0,binh-tan,2.0,-1.0,0.0,0.06,13,9
1695,5.0,59.0,3.0,4.0,binh-tan,3.0,-1.0,0.0,0.08,13,9
1696,4.3,43.0,3.0,2.0,binh-tan,3.0,-1.0,0.0,0.1,13,9
1697,4.35,64.0,2.0,2.0,binh-tan,2.0,-1.0,0.0,0.07,13,9
1698,5.7,52.0,6.0,6.0,binh-tan,5.0,-1.0,-1.0,0.11,13,9
1699,5.2,65.0,4.0,5.0,binh-tan,5.0,-1.0,0.0,0.08,13,9
1700,2.87,46.0,2.0,2.0,binh-tan,2.0,1.0,0.0,0.06,13,9
1701,3.55,91.28,3.0,4.0,binh-tan,3.0,1.0,0.0,0.04,13,9
1702,4.85,120.0,3.0,2.0,binh-tan,2.0,1.0,1.0,0.04,13,9
1703,4.5,41.0,2.0,2.0,binh-tan,2.0,-1.0,-1.0,0.11,13,9
1704,7.0,72.0,4.0,5.0,binh-tan,3.0,-1.0,1.0,0.1,13,9
1705,4.8,60.0,4.0,5.0,binh-tan,4.0,-1.0,-1.0,0.08,13,9
