No,Price,Area,Bedrooms,WCs,Floors,Price_per_sqm,District_encoded,Month
1,1.996685858019204,-0.6122192632725834,-0.303045979466752,-0.20917503719292138,5.0,0.31,-2.528912852706628,1.4783458656418678
2,0.6010376749448977,-0.587030488391502,-0.303045979466752,-0.20917503719292138,4.0,0.19,-2.528912852706628,1.4783458656418678
3,0.7754936978291863,-0.7129743627969088,0.19019224431317971,0.3068021072743192,4.0,0.23,-2.528912852706628,1.4783458656418678
4,2.4328259152299245,2.1003599036710696,0.6834304680931114,0.3068021072743192,3.0,0.1,-2.528912852706628,1.1553449775621059
5,2.723585953370405,2.1003599036710696,0.6834304680931114,0.3068021072743192,3.0,0.11,-2.528912852706628,1.1553449775621059
6,1.2697857626680027,-0.3603315144617696,-0.303045979466752,-0.20917503719292138,3.0,0.2,-2.528912852706628,1.1553449775621059
7,3.305106029651366,0.4960868314949971,1.1766686918730431,1.3387563962088005,2.0,0.2,-2.528912852706628,1.1553449775621059
8,-0.5329264738029759,-1.0152396613698853,-0.303045979466752,-0.20917503719292138,3.0,0.17,-2.528912852706628,0.5093432014025819
9,1.8513058389489636,0.622030705900404,1.1766686918730431,1.3387563962088005,,0.14,-2.528912852706628,0.5093432014025819
10,-0.2421664356624954,-1.0908059860131294,0.19019224431317971,-0.725152181660162,4.0,0.23,-2.528912852706628,0.5093432014025819
11,1.8513058389489636,2.183734748527449,1.1766686918730431,0.8227792517415599,5.0,0.08,-2.528912852706628,-0.13665857475694196
12,2.8689659724406456,0.5464643812571598,0.6834304680931114,1.3387563962088005,5.0,0.18,-2.528912852706628,-0.13665857475694196
13,2.578205934300165,0.5464643812571598,4.136098034552632,4.4346192630122445,5.0,0.17,-2.528912852706628,-0.13665857475694196
14,3.305106029651366,5.2063877342572145,4.136098034552632,4.4346192630122445,6.0,0.07,-2.528912852706628,-0.13665857475694196
15,1.5605458008084832,0.7983521300679736,-0.7962842032466837,-0.725152181660162,5.0,0.12,-2.528912852706628,-0.13665857475694196
16,2.578205934300165,0.042688883635532374,2.1631451394329066,2.370710685143282,4.0,0.22,-2.528912852706628,-0.13665857475694196
17,-0.038634408964159074,-0.5618417135104206,-0.7962842032466837,-0.725152181660162,2.0,0.14,-2.528912852706628,-0.13665857475694196
18,-0.6143392844823105,-0.33514273958068824,-0.7962842032466837,-0.725152181660162,2.0,0.08,-2.528912852706628,-0.13665857475694196
19,2.723585953370405,0.09306643339769512,0.19019224431317971,0.8227792517415599,4.0,0.22,-2.528912852706628,-0.4596594628367039
20,-0.5329264738029759,2.1003599036710696,-0.303045979466752,-0.725152181660162,2.0,0.03,-2.528912852706628,-0.4596594628367039
21,-0.4020844566397596,-0.9396733367266412,-0.303045979466752,-0.20917503719292138,,0.17,-2.528912852706628,-0.7826603509164659
22,-0.35847045091868746,-0.587030488391502,-0.303045979466752,-0.725152181660162,,0.12,-2.528912852706628,-1.105661238996228
23,2.083913869461348,-0.9522677241671819,0.19019224431317971,-0.725152181660162,3.0,0.45,-2.528912852706628,-1.105661238996228
24,0.9790257245275223,-0.0832549907698745,-0.7962842032466837,-0.20917503719292138,4.0,0.15,-2.528912852706628,-1.105661238996228
25,-1.1871365596190568,-1.3678825097050245,-0.7962842032466837,-0.725152181660162,2.0,0.18,-2.528912852706628,-1.105661238996228
26,3.0143459915108854,2.1003599036710696,0.6834304680931114,0.8227792517415599,2.0,0.11,-2.528912852706628,-1.105661238996228
27,0.1939736215482252,-0.3603315144617696,-0.303045979466752,0.3068021072743192,2.0,0.14,-2.528912852706628,-1.105661238996228
28,0.5428856673168018,-0.735644260189882,1.1766686918730431,0.3068021072743192,4.0,0.22,-2.528912852706628,-1.105661238996228
29,0.36842964443251364,-0.9648621116077226,-0.303045979466752,0.3068021072743192,4.0,0.26,-2.528912852706628,-1.105661238996228
30,0.36842964443251364,-0.8892957869644784,-0.303045979466752,0.3068021072743192,4.0,0.24,-2.528912852706628,-1.105661238996228
31,0.36842964443251364,-0.9648621116077226,0.19019224431317971,0.3068021072743192,4.0,0.26,-2.528912852706628,-1.4286621270759898
32,0.10674561010608113,0.5464643812571598,0.19019224431317971,-0.725152181660162,4.0,0.08,-2.528912852706628,-1.4286621270759898
