Price,Area,Bedrooms,WCs,District,Floors,Legal_status,Price_per_sqm,District_encoded,Month,Frontage_1,Frontage_0
6.7,53.0,8.0,8.0,binh-thanh,5.0,1.0,0.13,14,8,0,1
4.9,48.0,3.0,3.0,binh-thanh,3.0,1.0,0.1,14,8,0,1
7.1,44.0,2.0,2.0,binh-thanh,2.0,1.0,0.16,14,8,0,1
6.8,68.0,2.0,1.0,binh-thanh,4.0,1.0,0.1,14,8,0,1
16.0,303.0,11.0,10.0,binh-thanh,2.0,0.0,0.05,14,8,0,0
3.7,47.0,2.0,2.0,binh-thanh,2.0,1.0,0.08,14,8,1,0
12.5,157.0,4.0,4.0,binh-thanh,6.0,1.0,0.08,14,8,0,1
2.4,38.0,2.0,2.0,binh-thanh,2.0,0.0,0.06,14,8,0,1
19.5,83.0,5.0,4.0,binh-thanh,4.0,1.0,0.23,14,8,0,1
4.3,30.0,3.0,3.0,binh-thanh,4.0,1.0,0.14,14,8,0,0
4.6,30.0,2.0,2.0,binh-thanh,3.0,1.0,0.15,14,8,0,1
6.7,53.4,8.0,8.0,binh-thanh,5.0,1.0,0.13,14,8,0,1
4.7,32.0,3.0,3.0,binh-thanh,4.0,1.0,0.15,14,8,0,1
4.39,30.0,3.0,4.0,binh-thanh,3.0,1.0,0.15,14,8,0,1
3.5,38.5,1.0,1.0,binh-thanh,2.0,0.0,0.09,14,8,0,1
2.75,17.0,3.0,2.0,binh-thanh,3.0,1.0,0.16,14,8,0,1
4.8,34.0,2.0,2.0,binh-thanh,2.0,0.0,0.14,14,8,0,0
3.9,22.0,2.0,3.0,binh-thanh,4.0,1.0,0.18,14,8,0,1
4.1,25.0,3.0,4.0,binh-thanh,4.0,1.0,0.16,14,8,0,1
3.95,37.0,3.0,2.0,binh-thanh,2.0,0.0,0.11,14,8,0,0
2.9,26.0,2.0,2.0,binh-thanh,3.0,1.0,0.11,14,8,0,1
3.67,56.0,3.0,3.0,binh-thanh,3.0,1.0,0.07,14,8,0,0
3.4,25.0,2.0,1.0,binh-thanh,2.0,1.0,0.14,14,8,0,1
3.4,33.6,2.0,2.0,binh-thanh,2.0,0.0,0.1,14,8,0,1
21.0,125.0,15.0,15.0,binh-thanh,6.0,1.0,0.17,14,8,0,0
4.0,28.0,3.0,3.0,binh-thanh,4.0,1.0,0.14,14,8,0,1
4.54,38.1,3.0,3.0,binh-thanh,3.0,1.0,0.12,14,8,0,1
2.3,59.0,4.0,3.0,binh-thanh,4.0,1.0,0.04,14,8,0,0
2.8,25.6,2.0,2.0,binh-thanh,2.0,0.0,0.11,14,8,0,0
4.5,34.0,2.0,2.0,binh-thanh,2.0,1.0,0.13,14,8,0,1
6.0,83.0,4.0,4.0,binh-thanh,2.0,1.0,0.07,14,8,0,1
2.65,17.0,2.0,2.0,binh-thanh,3.0,0.0,0.16,14,8,1,0
9.8,50.0,4.0,4.0,binh-thanh,3.0,1.0,0.2,14,8,1,0
7.5,72.0,4.0,1.0,binh-thanh,4.0,0.0,0.1,14,8,0,0
5.5,45.0,4.0,4.0,binh-thanh,4.0,0.0,0.12,14,8,0,0
7.0,58.0,3.0,1.0,binh-thanh,3.0,1.0,0.12,14,8,0,1
3.5,15.0,2.0,3.0,binh-thanh,3.0,1.0,0.23,14,8,0,1
5.9,45.0,2.0,2.0,binh-thanh,2.0,1.0,0.13,14,8,0,1
4.8,38.0,2.0,2.0,binh-thanh,2.0,1.0,0.13,14,8,0,1
7.5,66.0,4.0,3.0,binh-thanh,3.0,1.0,0.11,14,8,0,0
2.9,38.0,4.0,4.0,binh-thanh,2.0,1.0,0.08,14,8,0,1
4.8,40.0,2.0,2.0,binh-thanh,2.0,0.0,0.12,14,8,1,0
3.95,23.0,2.0,3.0,binh-thanh,3.0,0.0,0.17,14,8,0,0
6.98,65.0,3.0,3.0,binh-thanh,2.0,0.0,0.11,14,8,0,1
12.0,80.0,5.0,7.0,binh-thanh,4.0,1.0,0.15,14,8,0,0
6.3,42.0,4.0,3.0,binh-thanh,3.0,1.0,0.15,14,8,0,0
24.0,210.0,8.0,4.0,binh-thanh,4.0,1.0,0.11,14,8,0,1
10.8,51.0,3.0,4.0,binh-thanh,4.0,1.0,0.21,14,8,0,1
4.5,54.0,3.0,3.0,binh-thanh,4.0,1.0,0.08,14,8,0,1
4.6,75.0,3.0,2.0,binh-thanh,3.0,1.0,0.06,14,8,1,0
5.2,60.0,4.0,4.0,binh-thanh,4.0,1.0,0.09,14,8,1,0
4.75,42.0,2.0,2.0,binh-thanh,3.0,0.0,0.11,14,8,1,0
5.0,42.0,4.0,4.0,binh-thanh,5.0,1.0,0.12,14,8,0,0
6.0,55.0,4.0,4.0,binh-thanh,3.0,1.0,0.11,14,8,0,1
5.0,65.0,3.0,4.0,binh-thanh,2.0,1.0,0.08,14,8,0,0
5.0,30.0,4.0,4.0,binh-thanh,5.0,1.0,0.17,14,8,0,0
5.7,43.0,2.0,4.0,binh-thanh,2.0,1.0,0.13,14,8,0,1
9.6,77.0,7.0,5.0,binh-thanh,3.0,1.0,0.12,14,8,0,0
6.8,95.0,3.0,3.0,binh-thanh,2.0,0.0,0.07,14,8,0,0
19.7,130.0,26.0,26.0,binh-thanh,5.0,0.0,0.15,14,8,0,0
5.2,72.0,3.0,3.0,binh-thanh,1.0,0.0,0.07,14,8,0,1
5.7,70.0,3.0,2.0,binh-thanh,4.0,0.0,0.08,14,8,0,0
4.7,70.0,2.0,2.0,binh-thanh,2.0,1.0,0.07,14,8,0,1
4.3,60.0,3.0,2.0,binh-thanh,3.0,1.0,0.07,14,8,0,1
5.25,60.0,4.0,4.0,binh-thanh,2.0,1.0,0.09,14,8,1,0
8.0,60.0,5.0,6.0,binh-thanh,6.0,0.0,0.13,14,8,0,1
4.5,75.0,3.0,3.0,binh-thanh,3.0,1.0,0.06,14,8,0,0
3.6,54.0,9.0,6.0,binh-thanh,5.0,1.0,0.07,14,8,1,0
8.4,55.0,4.0,4.0,binh-thanh,5.0,1.0,0.15,14,8,1,0
4.95,60.0,1.0,2.0,binh-thanh,2.0,1.0,0.08,14,7,0,1
10.9,62.0,6.0,4.0,binh-thanh,3.0,1.0,0.18,14,7,0,1
4.6,75.0,4.0,5.0,binh-thanh,4.0,1.0,0.06,14,7,1,0
3.96,60.0,4.0,3.0,binh-thanh,4.0,1.0,0.07,14,7,0,0
6.7,89.0,3.0,3.0,binh-thanh,3.0,1.0,0.08,14,7,0,1
10.0,131.0,4.0,4.0,binh-thanh,2.0,0.0,0.08,14,7,0,0
2.8,27.0,2.0,2.0,binh-thanh,2.0,0.0,0.1,14,7,0,1
14.5,91.0,15.0,15.0,binh-thanh,6.0,1.0,0.16,14,7,0,0
31.0,144.0,4.0,4.0,binh-thanh,2.0,0.0,0.22,14,7,1,0
12.0,89.0,5.0,7.0,binh-thanh,3.0,0.0,0.13,14,7,0,1
4.98,56.0,3.0,3.0,binh-thanh,2.0,1.0,0.09,14,7,0,1
3.6,20.0,2.0,2.0,binh-thanh,2.0,1.0,0.18,14,7,1,0
3.95,23.0,3.0,3.0,binh-thanh,3.0,1.0,0.17,14,7,0,1
6.5,41.0,4.0,4.0,binh-thanh,4.0,1.0,0.16,14,7,0,0
5.2,44.0,4.0,4.0,binh-thanh,4.0,1.0,0.12,14,7,0,1
2.5,53.0,3.0,2.0,binh-thanh,1.0,0.0,0.05,14,7,0,1
4.0,35.0,3.0,2.0,binh-thanh,3.0,1.0,0.11,14,7,1,0
5.99,58.0,2.0,2.0,binh-thanh,2.0,1.0,0.1,14,7,0,0
12.0,90.0,5.0,7.0,binh-thanh,3.0,0.0,0.13,14,7,0,1
5.2,43.0,3.0,4.0,binh-thanh,5.0,1.0,0.12,14,7,0,0
4.4,35.0,2.0,2.0,binh-thanh,3.0,1.0,0.13,14,7,0,1
6.5,65.0,4.0,5.0,binh-thanh,3.0,1.0,0.1,14,7,0,1
2.25,22.0,3.0,3.0,binh-thanh,3.0,1.0,0.1,14,7,0,0
53.0,521.0,16.0,16.0,binh-thanh,10.0,0.0,0.1,14,7,1,0
4.6,40.0,1.0,1.0,binh-thanh,3.0,1.0,0.12,14,7,0,1
12.5,72.0,4.0,3.0,binh-thanh,5.0,1.0,0.17,14,7,0,1
9.6,63.5,5.0,6.0,binh-thanh,5.0,0.0,0.15,14,7,0,1
7.0,79.0,4.0,4.0,binh-thanh,3.0,1.0,0.09,14,7,0,0
10.5,61.0,2.0,2.0,binh-thanh,3.0,1.0,0.17,14,7,1,0
26.0,207.0,6.0,4.0,binh-thanh,4.0,0.0,0.13,14,7,0,0
7.8,58.0,4.0,4.0,binh-thanh,4.0,1.0,0.13,14,7,0,1
4.6,64.0,4.0,4.0,binh-thanh,3.0,1.0,0.07,14,7,0,0
4.0,54.0,3.0,3.0,binh-thanh,3.0,0.0,0.07,14,7,1,0
9.7,43.0,4.0,4.0,binh-thanh,4.0,0.0,0.23,14,6,0,1
9.7,60.0,6.0,4.0,binh-thanh,5.0,1.0,0.16,14,7,0,1
1.38,15.0,2.0,2.0,binh-thanh,3.0,0.0,0.09,14,7,1,0
4.6,39.0,1.0,1.0,binh-thanh,3.0,1.0,0.12,14,7,0,1
10.8,66.0,5.0,4.0,binh-thanh,4.0,1.0,0.16,14,7,0,1
4.0,28.0,4.0,3.0,binh-thanh,3.0,1.0,0.14,14,6,0,1
4.0,28.0,3.0,4.0,binh-thanh,4.0,1.0,0.14,14,6,0,1
11.5,80.0,4.0,4.0,binh-thanh,4.0,0.0,0.14,14,6,0,1
2.99,38.0,3.0,3.0,binh-thanh,3.0,1.0,0.08,14,6,0,0
5.3,40.0,3.0,3.0,binh-thanh,3.0,0.0,0.13,14,6,0,1
5.3,61.0,4.0,3.0,binh-thanh,2.0,0.0,0.09,14,6,0,1
7.0,89.0,2.0,2.0,binh-thanh,4.0,0.0,0.08,14,6,0,1
5.99,68.0,1.0,1.0,binh-thanh,5.0,1.0,0.09,14,6,0,1
11.8,79.0,4.0,5.0,binh-thanh,3.0,1.0,0.15,14,6,0,1
15.0,84.0,9.0,10.0,binh-thanh,5.0,1.0,0.18,14,6,1,0
5.8,55.0,5.0,5.0,binh-thanh,4.0,1.0,0.11,14,6,0,0
4.2,86.5,5.0,4.0,binh-thanh,3.0,1.0,0.05,14,6,0,1
3.9,100.0,5.0,6.0,binh-thanh,4.0,1.0,0.04,14,6,1,0
3.88,35.0,2.0,3.0,binh-thanh,3.0,0.0,0.11,14,6,0,1
18.0,125.0,14.0,14.0,binh-thanh,3.0,0.0,0.14,14,6,0,1
18.9,92.0,8.0,8.0,binh-thanh,6.0,0.0,0.21,14,6,0,1
5.1,40.0,2.0,2.0,binh-thanh,2.0,0.0,0.13,14,6,0,1
4.3,44.0,2.0,2.0,binh-thanh,2.0,0.0,0.1,14,6,0,1
5.5,40.0,4.0,4.0,binh-thanh,3.0,1.0,0.14,14,6,0,0
4.4,38.0,3.0,3.0,binh-thanh,3.0,1.0,0.12,14,6,0,1
8.2,80.0,4.0,4.0,binh-thanh,4.0,1.0,0.1,14,6,0,0
5.7,42.0,2.0,2.0,binh-thanh,2.0,0.0,0.14,14,6,0,0
5.5,44.0,3.0,2.0,binh-thanh,4.0,0.0,0.12,14,6,0,0
4.4,38.0,3.0,3.0,binh-thanh,3.0,1.0,0.12,14,6,0,1
3.5,35.0,2.0,2.0,binh-thanh,2.0,0.0,0.1,14,6,0,0
11.2,108.0,3.0,2.0,binh-thanh,3.0,0.0,0.1,14,6,0,0
6.7,44.0,3.0,4.0,binh-thanh,3.0,1.0,0.15,14,5,0,0
7.5,63.0,3.0,3.0,binh-thanh,2.0,0.0,0.12,14,5,0,1
6.1,40.0,8.0,8.0,binh-thanh,5.0,0.0,0.15,14,5,0,1
2.5,32.0,2.0,2.0,binh-thanh,1.0,0.0,0.08,14,5,0,0
2.98,20.0,2.0,3.0,binh-thanh,3.0,1.0,0.15,14,5,0,0
9.4,43.0,3.0,2.0,binh-thanh,3.0,1.0,0.22,14,5,1,0
5.9,40.0,5.0,5.0,binh-thanh,5.0,0.0,0.15,14,5,0,0
8.5,88.0,7.0,5.0,binh-thanh,5.0,0.0,0.1,14,5,0,1
4.19,38.0,2.0,2.0,binh-thanh,2.0,0.0,0.11,14,5,0,1
4.4,72.0,2.0,1.0,binh-thanh,3.0,0.0,0.06,14,5,0,1
6.5,52.0,5.0,5.0,binh-thanh,4.0,1.0,0.12,14,5,0,0
4.95,40.0,2.0,2.0,binh-thanh,2.0,1.0,0.12,14,5,0,1
4.1,38.0,2.0,3.0,binh-thanh,3.0,1.0,0.11,14,5,0,1
8.5,55.0,5.0,5.0,binh-thanh,3.0,1.0,0.15,14,5,0,1
15.5,78.0,10.0,10.0,binh-thanh,4.0,1.0,0.2,14,5,0,1
6.0,39.0,3.0,3.0,binh-thanh,3.0,0.0,0.15,14,5,0,1
8.3,94.0,3.0,3.0,binh-thanh,2.0,1.0,0.09,14,5,1,0
5.7,68.0,7.0,6.0,binh-thanh,3.0,0.0,0.08,14,5,0,1
5.6,42.0,3.0,3.0,binh-thanh,4.0,0.0,0.13,14,5,0,0
6.7,83.0,3.0,2.0,binh-thanh,2.0,0.0,0.08,14,5,0,0
6.0,39.0,3.0,3.0,binh-thanh,3.0,0.0,0.15,14,5,0,0
3.2,28.0,2.0,1.0,binh-thanh,2.0,0.0,0.11,14,5,0,0
9.9,43.0,3.0,2.0,binh-thanh,3.0,1.0,0.23,14,5,0,0
3.0,26.0,2.0,3.0,binh-thanh,3.0,1.0,0.12,14,5,0,1
8.6,60.0,4.0,5.0,binh-thanh,4.0,0.0,0.14,14,5,0,1
7.6,85.0,3.0,3.0,binh-thanh,4.0,0.0,0.09,14,5,0,1
5.8,59.0,4.0,3.0,binh-thanh,4.0,1.0,0.1,14,5,0,1
6.2,56.0,3.0,3.0,binh-thanh,3.0,1.0,0.11,14,5,0,0
6.8,48.0,2.0,3.0,binh-thanh,5.0,1.0,0.14,14,5,0,0
4.5,38.0,2.0,2.0,binh-thanh,3.0,1.0,0.12,14,5,0,1
4.8,50.0,3.0,3.0,binh-thanh,3.0,0.0,0.1,14,5,0,1
10.6,120.0,6.0,5.0,binh-thanh,4.0,1.0,0.09,14,5,1,0
9.6,84.0,2.0,2.0,binh-thanh,1.0,0.0,0.11,14,5,0,0
11.7,120.0,12.0,13.0,binh-thanh,3.0,0.0,0.1,14,5,0,1
18.0,435.0,27.0,27.0,binh-thanh,4.0,0.0,0.04,14,5,0,1
6.7,55.0,5.0,5.0,binh-thanh,4.0,1.0,0.12,14,5,0,0
7.2,45.0,3.0,2.0,binh-thanh,2.0,0.0,0.16,14,5,0,0
6.1,45.0,3.0,3.0,binh-thanh,4.0,1.0,0.14,14,5,0,0
4.5,45.0,2.0,3.0,binh-thanh,3.0,0.0,0.1,14,5,0,1
5.5,55.0,3.0,2.0,binh-thanh,2.0,1.0,0.1,14,5,0,1
5.6,46.0,2.0,2.0,binh-thanh,2.0,0.0,0.12,14,5,0,1
4.25,25.0,3.0,4.0,binh-thanh,4.0,0.0,0.17,14,5,0,1
11.45,138.0,5.0,4.0,binh-thanh,3.0,1.0,0.08,14,5,0,1
8.0,86.0,5.0,4.0,binh-thanh,3.0,0.0,0.09,14,4,0,1
4.5,52.0,2.0,3.0,binh-thanh,3.0,1.0,0.09,14,5,0,1
4.8,40.0,3.0,2.0,binh-thanh,2.0,0.0,0.12,14,5,0,1
4.8,70.0,7.0,7.0,binh-thanh,2.0,0.0,0.07,14,4,0,1
5.8,55.0,5.0,5.0,binh-thanh,4.0,0.0,0.11,14,4,0,1
4.1,48.0,2.0,2.0,binh-thanh,2.0,0.0,0.09,14,4,0,0
11.5,65.0,4.0,5.0,binh-thanh,4.0,1.0,0.18,14,4,1,0
6.49,52.0,3.0,2.0,binh-thanh,2.0,1.0,0.12,14,4,0,1
17.5,121.0,4.0,3.0,binh-thanh,3.0,1.0,0.14,14,4,1,0
13.99,250.0,4.0,4.0,binh-thanh,3.0,1.0,0.06,14,4,1,0
22.8,323.0,5.0,5.0,binh-thanh,3.0,1.0,0.07,14,4,1,0
7.2,45.0,3.0,2.0,binh-thanh,2.0,0.0,0.16,14,4,0,1
8.3,95.0,5.0,6.0,binh-thanh,3.0,0.0,0.09,14,4,0,1
8.5,90.0,6.0,5.0,binh-thanh,4.0,1.0,0.09,14,4,0,1
3.8,50.0,10.0,5.0,binh-thanh,4.0,0.0,0.08,14,4,0,1
13.5,140.0,4.0,4.0,binh-thanh,3.0,0.0,0.1,14,4,0,0
5.3,40.0,2.0,2.0,binh-thanh,2.0,1.0,0.13,14,4,0,1
4.0,40.0,3.0,3.0,binh-thanh,4.0,0.0,0.1,14,4,0,1
5.5,36.0,2.0,2.0,binh-thanh,4.0,0.0,0.15,14,4,0,1
4.4,35.0,2.0,2.0,binh-thanh,3.0,0.0,0.13,14,4,0,1
7.45,95.0,3.0,3.0,binh-thanh,3.0,1.0,0.08,14,4,1,0
5.1,33.0,3.0,3.0,binh-thanh,3.0,0.0,0.15,14,4,0,1
4.7,34.0,5.0,3.0,binh-thanh,3.0,0.0,0.14,14,4,0,1
11.0,138.0,5.0,4.0,binh-thanh,3.0,1.0,0.08,14,4,0,1
7.95,44.1,5.0,4.0,binh-thanh,5.0,1.0,0.18,14,4,0,1
4.9,54.0,3.0,3.0,binh-thanh,2.0,1.0,0.09,14,4,0,0
4.1,51.0,3.0,3.0,binh-thanh,2.0,1.0,0.08,14,4,0,1
4.35,35.0,2.0,2.0,binh-thanh,2.0,0.0,0.12,14,4,0,1
4.75,32.0,2.0,2.0,binh-thanh,2.0,0.0,0.15,14,4,0,1
5.95,38.0,5.0,4.0,binh-thanh,5.0,0.0,0.16,14,4,0,1
6.4,52.0,2.0,2.0,binh-thanh,2.0,0.0,0.12,14,4,0,0
8.49,120.0,5.0,6.0,binh-thanh,3.0,0.0,0.07,14,4,1,0
48.0,370.0,15.0,15.0,binh-thanh,6.0,0.0,0.13,14,4,1,0
9.39,100.0,6.0,3.0,binh-thanh,3.0,1.0,0.09,14,4,0,1
16.0,165.0,2.0,2.0,binh-thanh,3.0,0.0,0.1,14,4,1,0
6.1,44.0,2.0,3.0,binh-thanh,4.0,1.0,0.14,14,4,0,0
9.5,78.0,4.0,4.0,binh-thanh,4.0,1.0,0.12,14,4,0,1
139.0,904.0,5.0,7.0,binh-thanh,4.0,1.0,0.15,14,4,1,0
6.98,96.0,3.0,2.0,binh-thanh,2.0,0.0,0.07,14,4,0,0
18.0,215.0,15.0,15.0,binh-thanh,3.0,1.0,0.08,14,4,1,0
17.5,192.0,4.0,4.0,binh-thanh,4.0,0.0,0.09,14,4,1,0
6.5,99.0,2.0,2.0,binh-thanh,2.0,0.0,0.07,14,4,0,0
2.8,25.0,2.0,2.0,binh-thanh,3.0,1.0,0.11,14,4,0,0
17.9,260.0,9.0,9.0,binh-thanh,3.0,0.0,0.07,14,4,0,0
2.9,42.0,1.0,1.0,binh-thanh,2.0,1.0,0.07,14,4,1,0
3.9,53.0,2.0,2.0,binh-thanh,2.0,1.0,0.07,14,4,0,1
24.0,132.0,7.0,8.0,binh-thanh,4.0,1.0,0.18,14,4,1,0
13.9,91.0,5.0,7.0,binh-thanh,4.0,1.0,0.15,14,4,0,1
15.3,154.0,3.0,4.0,binh-thanh,2.0,0.0,0.1,14,4,0,1
19.05,240.0,5.0,5.0,binh-thanh,4.0,1.0,0.08,14,4,1,0
6.3,51.0,4.0,5.0,binh-thanh,3.0,0.0,0.12,14,4,0,0
7.0,55.0,5.0,5.0,binh-thanh,4.0,1.0,0.13,14,4,0,0
12.0,75.0,3.0,4.0,binh-thanh,4.0,0.0,0.16,14,3,0,0
9.1,52.0,2.0,2.0,binh-thanh,2.0,0.0,0.18,14,3,1,0
16.0,250.0,4.0,3.0,binh-thanh,2.0,1.0,0.06,14,3,0,1
11.6,76.0,5.0,5.0,binh-thanh,3.0,0.0,0.15,14,3,0,0
9.3,52.0,2.0,2.0,binh-thanh,2.0,0.0,0.18,14,3,1,0
5.9,44.0,5.0,4.0,binh-thanh,5.0,0.0,0.13,14,3,0,1
1.5,13.0,2.0,1.0,binh-thanh,3.0,1.0,0.12,14,3,0,1
1.5,47.0,2.0,2.0,binh-thanh,2.0,1.0,0.03,14,3,0,1
7.7,48.0,2.0,2.0,binh-thanh,4.0,0.0,0.16,14,3,0,0
7.5,63.0,2.0,3.0,binh-thanh,2.0,0.0,0.12,14,3,1,0
7.2,52.0,2.0,2.0,binh-thanh,2.0,0.0,0.14,14,3,1,0
3.6,43.0,2.0,2.0,binh-thanh,2.0,1.0,0.08,14,3,0,1
6.9,30.0,4.0,3.0,binh-thanh,4.0,1.0,0.23,14,3,0,0
38.0,222.6,14.0,10.0,binh-thanh,4.0,0.0,0.17,14,3,0,0
23.0,144.0,4.0,4.0,binh-thanh,2.0,1.0,0.16,14,3,0,1
12.0,78.0,3.0,3.0,binh-thanh,2.0,1.0,0.15,14,3,0,1
2.95,19.0,2.0,3.0,binh-thanh,4.0,1.0,0.16,14,3,0,1
10.5,56.0,6.0,6.0,binh-thanh,4.0,1.0,0.19,14,3,0,0
12.5,74.0,6.0,6.0,binh-thanh,3.0,1.0,0.17,14,3,0,1
4.5,57.0,2.0,2.0,binh-thanh,2.0,0.0,0.08,14,3,0,0
7.5,84.0,3.0,3.0,binh-thanh,2.0,0.0,0.09,14,3,1,0
4.4,35.0,2.0,2.0,binh-thanh,3.0,1.0,0.13,14,3,1,0
9.0,45.0,5.0,6.0,binh-thanh,5.0,1.0,0.2,14,3,1,0
5.75,48.0,3.0,2.0,binh-thanh,3.0,0.0,0.12,14,3,0,1
4.7,38.0,5.0,3.0,binh-thanh,3.0,1.0,0.12,14,3,0,1
4.85,42.0,3.0,3.0,binh-thanh,4.0,0.0,0.12,14,3,0,1
21.6,260.0,9.0,9.0,binh-thanh,4.0,0.0,0.08,14,3,0,1
20.95,465.0,24.0,24.0,binh-thanh,3.0,1.0,0.05,14,3,0,0
6.7,58.0,2.0,2.0,binh-thanh,2.0,0.0,0.12,14,3,0,1
10.75,86.0,5.0,4.0,binh-thanh,3.0,0.0,0.12,14,3,1,0
15.45,125.0,7.0,7.0,binh-thanh,3.0,1.0,0.12,14,3,0,1
8.8,46.0,4.0,2.0,binh-thanh,3.0,1.0,0.19,14,3,1,0
6.5,40.0,4.0,4.0,binh-thanh,3.0,1.0,0.16,14,3,0,1
9.3,80.0,2.0,3.0,binh-thanh,2.0,0.0,0.12,14,3,0,1
5.3,40.0,2.0,2.0,binh-thanh,2.0,1.0,0.13,14,3,0,1
10.0,75.0,6.0,8.0,binh-thanh,5.0,1.0,0.13,14,3,1,0
3.8,40.0,4.0,3.0,binh-thanh,3.0,0.0,0.1,14,3,0,1
12.9,79.0,4.0,5.0,binh-thanh,6.0,1.0,0.16,14,3,0,1
6.5,50.0,3.0,3.0,binh-thanh,4.0,0.0,0.13,14,3,1,0
10.0,105.0,5.0,5.0,binh-thanh,3.0,0.0,0.1,14,3,0,1
6.15,75.0,5.0,5.0,binh-thanh,4.0,1.0,0.08,14,3,0,1
6.2,30.0,4.0,4.0,binh-thanh,5.0,0.0,0.21,14,3,0,1
6.5,28.0,3.0,3.0,binh-thanh,3.0,0.0,0.23,14,3,1,0
3.9,16.0,2.0,2.0,binh-thanh,3.0,0.0,0.24,14,3,0,0
6.5,60.0,2.0,3.0,binh-thanh,2.0,1.0,0.11,14,3,0,1
7.1,98.0,3.0,3.0,binh-thanh,2.0,0.0,0.07,14,3,0,0
6.85,49.0,3.0,2.0,binh-thanh,4.0,1.0,0.14,14,3,1,0
5.0,34.0,3.0,3.0,binh-thanh,3.0,0.0,0.15,14,3,0,1
10.45,120.0,7.0,5.0,binh-thanh,4.0,1.0,0.09,14,3,0,1
9.8,95.0,6.0,7.0,binh-thanh,5.0,1.0,0.1,14,3,0,1
5.8,72.0,4.0,5.0,binh-thanh,4.0,1.0,0.08,14,3,0,1
4.2,80.0,3.0,4.0,binh-thanh,3.0,1.0,0.05,14,3,0,1
6.2,48.0,6.0,5.0,binh-thanh,5.0,1.0,0.13,14,3,0,1
4.8,36.0,2.0,2.0,binh-thanh,2.0,0.0,0.13,14,3,0,0
4.95,35.0,3.0,3.0,binh-thanh,3.0,1.0,0.14,14,3,0,0
6.8,41.4,6.0,4.0,binh-thanh,3.0,0.0,0.16,14,3,0,0
14.5,75.0,2.0,2.0,binh-thanh,2.0,0.0,0.19,14,3,1,0
5.8,80.0,3.0,2.0,binh-thanh,2.0,1.0,0.07,14,3,1,0
6.6,56.0,6.0,6.0,binh-thanh,6.0,1.0,0.12,14,3,1,0
18.5,98.0,4.0,3.0,binh-thanh,3.0,1.0,0.19,14,2,1,0
9.5,40.0,5.0,6.0,binh-thanh,7.0,1.0,0.24,14,2,0,0
13.5,65.0,3.0,3.0,binh-thanh,3.0,1.0,0.21,14,2,0,1
13.45,155.0,4.0,4.0,binh-thanh,4.0,1.0,0.09,14,2,0,1
9.92,135.0,4.0,3.0,binh-thanh,2.0,0.0,0.07,14,2,1,0
8.0,63.0,4.0,5.0,binh-thanh,4.0,0.0,0.13,14,2,0,1
5.8,45.0,4.0,1.0,binh-thanh,3.0,1.0,0.13,14,2,1,0
10.65,136.0,4.0,4.0,binh-thanh,2.0,0.0,0.08,14,2,0,1
13.55,140.0,4.0,3.0,binh-thanh,3.0,1.0,0.1,14,2,0,1
14.5,235.0,5.0,5.0,binh-thanh,3.0,1.0,0.06,14,2,0,1
7.85,55.0,5.0,5.0,binh-thanh,3.0,1.0,0.14,14,2,0,0
15.8,175.0,4.0,3.0,binh-thanh,3.0,1.0,0.09,14,2,1,0
9.9,100.0,6.0,3.0,binh-thanh,3.0,1.0,0.1,14,2,0,1
12.85,180.0,2.0,4.0,binh-thanh,2.0,1.0,0.07,14,2,0,1
12.0,60.0,4.0,3.0,binh-thanh,4.0,1.0,0.2,14,2,1,0
16.48,196.0,7.0,7.0,binh-thanh,5.0,1.0,0.08,14,2,0,1
15.95,240.0,5.0,5.0,binh-thanh,3.0,0.0,0.07,14,2,0,1
10.2,110.0,4.0,4.0,binh-thanh,3.0,1.0,0.09,14,2,0,1
3.8,30.0,2.0,3.0,binh-thanh,3.0,0.0,0.13,14,2,0,0
3.88,25.0,3.0,2.0,binh-thanh,3.0,1.0,0.16,14,2,0,1
5.7,56.0,3.0,3.0,binh-thanh,2.0,0.0,0.1,14,2,0,1
1.95,18.0,2.0,2.0,binh-thanh,3.0,1.0,0.11,14,2,0,1
6.1,52.0,10.0,10.0,binh-thanh,5.0,1.0,0.12,14,2,0,0
4.2,29.0,3.0,3.0,binh-thanh,3.0,1.0,0.14,14,2,0,1
19.95,210.0,3.0,4.0,binh-thanh,3.0,1.0,0.1,14,2,1,0
12.99,114.0,12.0,12.0,binh-thanh,3.0,1.0,0.11,14,2,1,0
13.45,137.0,5.0,4.0,binh-thanh,3.0,1.0,0.1,14,2,0,1
13.95,156.0,4.0,4.0,binh-thanh,7.0,1.0,0.09,14,2,1,0
7.95,80.0,5.0,4.0,binh-thanh,3.0,1.0,0.1,14,2,0,1
12.4,140.0,4.0,3.0,binh-thanh,3.0,1.0,0.09,14,2,0,1
11.2,171.0,5.0,4.0,binh-thanh,3.0,1.0,0.07,14,2,0,0
11.7,167.0,5.0,5.0,binh-thanh,3.0,1.0,0.07,14,2,1,0
4.25,45.0,2.0,2.0,binh-thanh,2.0,0.0,0.09,14,2,0,0
15.5,176.0,3.0,3.0,binh-thanh,4.0,1.0,0.09,14,2,0,1
13.0,187.0,3.0,2.0,binh-thanh,4.0,1.0,0.07,14,2,0,1
11.4,73.0,3.0,2.0,binh-thanh,2.0,0.0,0.16,14,2,1,0
5.7,56.0,3.0,3.0,binh-thanh,4.0,1.0,0.1,14,2,0,1
