Price,Area,Bedrooms,WCs,District,Floors,Legal_status,Price_per_sqm,District_encoded,Month,Frontage_1,Frontage_0
2.0,25.0,2.0,2.0,quan-12,2.0,1.0,0.08,11,7,1,0
5.3,62.0,4.0,4.0,quan-12,4.0,1.0,0.09,11,7,0,0
4.8,56.0,4.0,4.0,quan-12,4.0,1.0,0.09,11,7,0,1
7.5,96.0,4.0,5.0,quan-12,3.0,1.0,0.08,11,7,0,0
3.1,58.0,2.0,2.0,quan-12,2.0,1.0,0.05,11,7,0,1
3.38,73.0,2.0,2.0,quan-12,2.0,1.0,0.05,11,7,0,1
7.2,110.0,10.0,10.0,quan-12,4.0,1.0,0.07,11,7,0,1
2.3,80.0,2.0,2.0,quan-12,2.0,1.0,0.03,11,7,1,0
3.1,68.0,1.0,1.0,quan-12,3.0,1.0,0.05,11,7,1,0
2.3,26.0,2.0,2.0,quan-12,2.0,0.0,0.09,11,7,0,1
2.6,37.0,2.0,2.0,quan-12,2.0,0.0,0.07,11,7,0,1
4.5,78.0,2.0,2.0,quan-12,2.0,1.0,0.06,11,7,0,1
3.3,62.5,2.0,2.0,quan-12,3.0,1.0,0.05,11,7,0,1
8.3,270.0,15.0,15.0,quan-12,4.0,1.0,0.03,11,7,0,0
10.5,210.0,4.0,4.0,quan-12,4.0,1.0,0.05,11,7,0,0
7.9,115.0,4.0,4.0,quan-12,3.0,1.0,0.07,11,6,0,1
5.2,72.0,3.0,3.0,quan-12,3.0,1.0,0.07,11,6,0,1
4.0,60.0,2.0,2.0,quan-12,2.0,1.0,0.07,11,6,0,1
5.0,60.0,2.0,2.0,quan-12,2.0,1.0,0.08,11,6,0,1
10.0,98.0,3.0,2.0,quan-12,3.0,0.0,0.1,11,5,0,0
7.9,130.0,7.0,6.0,quan-12,3.0,0.0,0.06,11,5,0,1
4.3,60.0,3.0,3.0,quan-12,4.0,0.0,0.07,11,5,0,0
9.4,100.0,4.0,4.0,quan-12,3.0,1.0,0.09,11,5,0,0
2.7,30.0,2.0,2.0,quan-12,3.0,1.0,0.09,11,4,0,1
5.6,105.0,2.0,2.0,quan-12,3.0,1.0,0.05,11,4,1,0
4.7,50.0,4.0,4.0,quan-12,4.0,0.0,0.09,11,4,0,1
5.5,140.0,2.0,2.0,quan-12,2.0,1.0,0.04,11,4,0,1
33.0,400.0,10.0,8.0,quan-12,6.0,0.0,0.08,11,4,1,0
2.7,50.0,3.0,4.0,quan-12,4.0,0.0,0.05,11,4,0,1
3.1,72.0,2.0,2.0,quan-12,2.0,1.0,0.04,11,4,1,0
2.45,43.0,2.0,1.0,quan-12,3.0,1.0,0.06,11,4,1,0
3.3,75.0,2.0,1.0,quan-12,3.0,1.0,0.04,11,4,0,1
6.6,90.0,6.0,5.0,quan-12,4.0,1.0,0.07,11,4,0,0
6.0,101.0,3.0,3.0,quan-12,2.0,1.0,0.06,11,4,1,0
5.0,88.0,2.0,2.0,quan-12,3.0,1.0,0.06,11,4,0,1
6.15,115.0,2.0,2.0,quan-12,3.0,1.0,0.05,11,4,0,0
2.95,50.0,2.0,2.0,quan-12,5.0,1.0,0.06,11,4,0,1
5.6,64.0,4.0,4.0,quan-12,4.0,1.0,0.09,11,3,0,1
3.85,64.0,3.0,2.0,quan-12,2.0,0.0,0.06,11,3,0,0
6.0,100.0,5.0,5.0,quan-12,4.0,0.0,0.06,11,3,0,0
6.2,80.0,4.0,5.0,quan-12,3.0,1.0,0.08,11,3,0,1
6.9,129.0,4.0,4.0,quan-12,3.0,0.0,0.05,11,3,0,0
3.8,58.0,2.0,2.0,quan-12,2.0,0.0,0.07,11,3,0,1
4.9,68.0,4.0,3.0,quan-12,4.0,1.0,0.07,11,3,0,1
1.35,28.0,1.0,2.0,quan-12,2.0,1.0,0.05,11,3,0,0
3.0,100.0,4.0,3.0,quan-12,3.0,1.0,0.03,11,3,0,0
7.5,115.0,7.0,7.0,quan-12,3.0,1.0,0.07,11,3,1,0
3.5,52.0,1.0,1.0,quan-12,3.0,1.0,0.07,11,3,1,0
4.5,60.0,4.0,4.0,quan-12,4.0,1.0,0.08,11,3,0,0
3.6,52.0,2.0,2.0,quan-12,2.0,1.0,0.07,11,3,0,1
5.6,60.0,3.0,4.0,quan-12,3.0,1.0,0.09,11,3,1,0
6.4,53.0,4.0,5.0,quan-12,5.0,1.0,0.12,11,3,1,0
4.8,65.0,3.0,4.0,quan-12,3.0,1.0,0.07,11,3,0,1
3.9,65.0,2.0,2.0,quan-12,2.0,1.0,0.06,11,3,0,1
5.2,60.0,4.0,3.0,quan-12,3.0,1.0,0.09,11,3,1,0
4.7,100.0,4.0,4.0,quan-12,4.0,1.0,0.05,11,3,0,1
3.65,73.0,6.0,5.0,quan-12,2.0,1.0,0.05,11,3,1,0
3.7,65.0,2.0,1.0,quan-12,2.0,1.0,0.06,11,3,0,1
3.3,55.0,5.0,5.0,quan-12,3.0,1.0,0.06,11,3,0,1
3.55,60.0,2.0,2.0,quan-12,2.0,1.0,0.06,11,3,1,0
3.35,40.0,3.0,3.0,quan-12,3.0,1.0,0.08,11,3,0,1
1.9,20.0,1.0,2.0,quan-12,2.0,1.0,0.1,11,3,0,1
4.6,60.0,3.0,3.0,quan-12,3.0,1.0,0.08,11,3,0,1
5.0,80.0,4.0,4.0,quan-12,3.0,1.0,0.06,11,3,0,0
4.7,161.0,5.0,4.0,quan-12,3.0,1.0,0.03,11,3,0,0
5.58,68.0,3.0,2.0,quan-12,3.0,1.0,0.08,11,3,1,0
5.2,90.0,5.0,4.0,quan-12,3.0,1.0,0.06,11,3,0,0
6.0,199.0,5.0,5.0,quan-12,4.0,1.0,0.03,11,3,1,0
3.7,80.0,4.0,4.0,quan-12,3.0,1.0,0.05,11,3,0,0
3.9,60.0,4.0,4.0,quan-12,4.0,1.0,0.06,11,3,1,0
4.7,90.0,2.0,2.0,quan-12,3.0,1.0,0.05,11,3,1,0
2.95,40.0,2.0,2.0,quan-12,2.0,1.0,0.07,11,3,0,1
26.0,270.0,4.0,4.0,quan-12,3.0,1.0,0.1,11,3,1,0
8.5,116.0,4.0,4.0,quan-12,3.0,1.0,0.07,11,2,0,0
4.9,60.0,4.0,3.0,quan-12,3.0,1.0,0.08,11,2,0,0
2.55,34.0,2.0,2.0,quan-12,2.0,1.0,0.08,11,2,0,1
2.58,40.0,2.0,2.0,quan-12,2.0,1.0,0.06,11,2,0,1
14.7,160.0,3.0,4.0,quan-12,4.0,1.0,0.09,11,2,1,0
3.7,80.0,2.0,2.0,quan-12,2.0,1.0,0.05,11,2,1,0
2.85,40.0,2.0,2.0,quan-12,2.0,1.0,0.07,11,2,0,1
5.0,198.0,5.0,5.0,quan-12,4.0,1.0,0.03,11,2,0,0
2.35,37.0,2.0,2.0,quan-12,2.0,1.0,0.06,11,2,0,1
3.65,69.0,3.0,2.0,quan-12,2.0,1.0,0.05,11,2,1,0
4.5,90.0,4.0,2.0,quan-12,3.0,1.0,0.05,11,2,0,1
4.7,70.0,3.0,3.0,quan-12,2.0,1.0,0.07,11,2,1,0
6.6,90.0,3.0,2.0,quan-12,2.0,1.0,0.07,11,2,1,0
4.7,105.0,2.0,2.0,quan-12,2.0,1.0,0.04,11,2,0,1
3.7,68.0,2.0,2.0,quan-12,2.0,1.0,0.05,11,2,0,0
3.0,40.0,2.0,1.0,quan-12,2.0,1.0,0.08,11,2,0,1
3.3,60.0,1.0,1.0,quan-12,3.0,1.0,0.06,11,2,0,1
4.9,120.0,10.0,10.0,quan-12,3.0,1.0,0.04,11,2,0,1
9.0,90.0,5.0,5.0,quan-12,4.0,1.0,0.1,11,2,1,0
3.6,100.0,2.0,2.0,quan-12,3.0,1.0,0.04,11,2,1,0
4.8,100.0,3.0,4.0,quan-12,2.0,1.0,0.05,11,2,0,1
6.2,110.0,3.0,4.0,quan-12,3.0,1.0,0.06,11,2,0,1
6.0,70.0,3.0,3.0,quan-12,2.0,1.0,0.09,11,2,1,0
6.8,80.0,5.0,6.0,quan-12,4.0,1.0,0.08,11,2,0,1
15.5,225.0,2.0,2.0,quan-12,3.0,1.0,0.07,11,2,1,0
8.2,120.0,6.0,6.0,quan-12,5.0,1.0,0.07,11,1,1,0
5.2,80.0,2.0,1.0,quan-12,3.0,1.0,0.06,11,1,1,0
18.8,170.0,28.0,30.0,quan-12,6.0,1.0,0.11,11,2,1,0
14.0,350.0,36.0,37.0,quan-12,3.0,1.0,0.04,11,1,0,0
4.75,90.0,4.0,5.0,quan-12,3.0,1.0,0.05,11,1,0,0
5.3,70.0,2.0,2.0,quan-12,2.0,1.0,0.08,11,1,1,0
4.0,100.0,2.0,2.0,quan-12,3.0,1.0,0.04,11,1,1,0
2.85,74.0,2.0,2.0,quan-12,2.0,1.0,0.04,11,1,0,0
3.8,100.0,1.0,1.0,quan-12,3.0,1.0,0.04,11,1,0,1
4.6,65.0,4.0,5.0,quan-12,3.0,1.0,0.07,11,1,0,1
8.5,166.0,6.0,6.0,quan-12,2.0,1.0,0.05,11,1,1,0
12.0,200.0,12.0,12.0,binh-chanh,4.0,0.0,0.06,12,11,0,0
5.5,184.0,3.0,3.0,binh-chanh,2.0,0.0,0.03,12,10,0,0
5.7,48.0,4.0,3.0,binh-chanh,4.0,0.0,0.12,12,7,1,0
2.75,50.0,2.0,2.0,binh-chanh,2.0,0.0,0.06,12,6,0,0
2.7,65.0,3.0,5.0,binh-chanh,3.0,0.0,0.04,12,6,1,0
3.75,71.0,3.0,1.0,binh-chanh,3.0,1.0,0.05,12,5,0,1
3.0,32.0,2.0,1.0,binh-chanh,2.0,0.0,0.09,12,5,0,1
9.9,180.0,3.0,4.0,binh-chanh,3.0,1.0,0.06,12,4,1,0
6.5,80.0,3.0,3.0,binh-chanh,3.0,1.0,0.08,12,3,0,0
10.0,80.0,4.0,3.0,binh-chanh,2.0,0.0,0.12,12,3,1,0
9.2,210.0,3.0,5.0,binh-chanh,3.0,0.0,0.04,12,3,1,0
55.0,450.0,1.0,27.0,binh-chanh,3.0,1.0,0.12,12,3,0,0
24.8,200.0,4.0,3.0,binh-chanh,3.0,1.0,0.12,12,3,0,0
7.6,248.0,3.0,2.0,binh-chanh,2.0,0.0,0.03,12,3,1,0
4.55,48.0,4.0,5.0,binh-tan,4.0,1.0,0.09,13,12,0,1
13.5,300.0,11.0,10.0,binh-tan,4.0,1.0,0.04,13,12,0,0
5.38,80.0,4.0,4.0,binh-tan,3.0,1.0,0.07,13,12,0,1
6.5,68.0,4.0,5.0,binh-tan,4.0,0.0,0.1,13,12,1,0
4.85,63.0,4.0,3.0,binh-tan,3.0,0.0,0.08,13,12,0,1
6.18,72.0,6.0,5.0,binh-tan,4.0,1.0,0.09,13,12,0,0
3.3,36.0,3.0,2.0,binh-tan,2.0,1.0,0.09,13,12,0,1
3.7,89.0,2.0,2.0,binh-tan,3.0,1.0,0.04,13,5,0,1
4.15,55.0,3.0,3.0,binh-tan,3.0,1.0,0.08,13,11,0,0
3.0,40.0,2.0,2.0,binh-tan,2.0,1.0,0.08,13,11,0,0
16.0,129.0,6.0,4.0,binh-tan,3.0,1.0,0.12,13,11,0,0
15.8,376.0,10.0,10.0,binh-tan,2.0,0.0,0.04,13,11,1,0
6.4,100.0,4.0,3.0,binh-tan,3.0,1.0,0.06,13,11,1,0
12.5,100.0,4.0,5.0,binh-tan,3.0,1.0,0.12,13,11,0,0
3.5,50.0,3.0,2.0,binh-tan,2.0,0.0,0.07,13,11,0,1
4.6,58.0,3.0,3.0,binh-tan,3.0,0.0,0.08,13,11,0,1
4.7,48.0,4.0,3.0,binh-tan,4.0,0.0,0.1,13,11,0,1
10.5,112.0,4.0,4.0,binh-tan,2.0,0.0,0.09,13,11,0,1
4.5,54.0,3.0,2.0,binh-tan,2.0,0.0,0.08,13,11,0,1
4.35,64.0,3.0,3.0,binh-tan,3.0,0.0,0.07,13,11,0,1
22.5,185.0,3.0,2.0,binh-tan,4.0,1.0,0.12,13,11,0,0
9.6,84.0,4.0,3.0,binh-tan,3.0,1.0,0.11,13,11,1,0
4.7,70.0,3.0,2.0,binh-tan,2.0,1.0,0.07,13,11,0,1
5.2,46.0,3.0,3.0,binh-tan,3.0,1.0,0.11,13,11,0,1
3.0,32.0,2.0,2.0,binh-tan,2.0,0.0,0.09,13,11,0,1
3.33,49.0,2.0,3.0,binh-tan,2.0,0.0,0.07,13,11,0,0
3.6,50.0,3.0,2.0,binh-tan,2.0,1.0,0.07,13,11,0,1
5.2,55.0,3.0,3.0,binh-tan,3.0,1.0,0.09,13,11,0,1
2.9,44.0,2.0,2.0,binh-tan,2.0,0.0,0.07,13,11,0,0
3.1,60.0,2.0,2.0,binh-tan,2.0,0.0,0.05,13,11,0,1
4.8,72.0,3.0,3.0,binh-tan,2.0,0.0,0.07,13,11,0,0
6.1,54.0,3.0,2.0,binh-tan,1.0,0.0,0.11,13,11,1,0
3.2,44.0,2.0,2.0,binh-tan,2.0,0.0,0.07,13,11,0,0
18.8,240.0,8.0,6.0,binh-tan,3.0,1.0,0.08,13,11,1,0
7.6,96.0,3.0,2.0,binh-tan,3.0,0.0,0.08,13,11,1,0
7.8,80.0,4.0,4.0,binh-tan,3.0,0.0,0.1,13,11,1,0
7.5,80.0,2.0,3.0,binh-tan,2.0,0.0,0.09,13,11,1,0
7.9,70.0,3.0,3.0,binh-tan,3.0,0.0,0.11,13,11,1,0
4.45,88.0,3.0,2.0,binh-tan,2.0,1.0,0.05,13,11,0,0
6.6,64.0,2.0,2.0,binh-tan,2.0,1.0,0.1,13,11,1,0
14.5,126.0,7.0,7.0,binh-tan,3.0,1.0,0.12,13,11,1,0
9.68,86.0,8.0,6.0,binh-tan,6.0,1.0,0.11,13,11,0,0
27.0,210.0,3.0,4.0,binh-tan,3.0,1.0,0.13,13,11,1,0
9.4,80.0,2.0,3.0,binh-tan,2.0,1.0,0.12,13,11,1,0
2.75,43.0,2.0,2.0,binh-tan,2.0,1.0,0.06,13,11,1,0
5.1,56.0,4.0,3.0,binh-tan,3.0,0.0,0.09,13,11,0,1
2.6,33.0,3.0,2.0,binh-tan,3.0,1.0,0.08,13,11,0,1
17.2,177.0,3.0,3.0,binh-tan,2.0,0.0,0.1,13,11,1,0
13.5,96.0,4.0,5.0,binh-tan,3.0,0.0,0.14,13,11,1,0
9.8,100.0,6.0,5.0,binh-tan,4.0,1.0,0.1,13,11,1,0
9.8,100.0,4.0,3.0,binh-tan,3.0,1.0,0.1,13,11,1,0
2.7,60.0,2.0,2.0,binh-tan,2.0,0.0,0.05,13,11,1,0
4.9,65.0,3.0,2.0,binh-tan,2.0,0.0,0.08,13,11,0,0
6.38,68.0,6.0,6.0,binh-tan,5.0,1.0,0.09,13,11,0,1
4.3,75.0,2.0,2.0,binh-tan,2.0,1.0,0.06,13,11,0,1
9.9,125.0,7.0,7.0,binh-tan,3.0,0.0,0.08,13,11,1,0
10.5,80.0,2.0,3.0,binh-tan,1.0,0.0,0.13,13,11,1,0
3.8,56.0,3.0,3.0,binh-tan,3.0,1.0,0.07,13,11,0,1
5.0,48.0,3.0,3.0,binh-tan,3.0,0.0,0.1,13,11,0,1
5.38,75.0,4.0,4.0,binh-tan,4.0,1.0,0.07,13,11,0,1
4.85,63.0,4.0,3.0,binh-tan,3.0,1.0,0.08,13,11,0,0
5.5,52.0,4.0,3.0,binh-tan,3.0,1.0,0.11,13,11,0,0
7.3,72.0,3.0,3.0,binh-tan,2.0,0.0,0.1,13,11,1,0
6.7,80.0,2.0,3.0,binh-tan,2.0,0.0,0.08,13,11,1,0
11.5,80.0,4.0,3.0,binh-tan,3.0,1.0,0.14,13,11,1,0
8.2,80.0,2.0,3.0,binh-tan,2.0,0.0,0.1,13,11,1,0
16.5,149.0,6.0,8.0,binh-tan,4.0,0.0,0.11,13,11,1,0
34.0,350.0,7.0,6.0,binh-tan,3.0,0.0,0.1,13,11,0,0
7.8,64.0,3.0,2.0,binh-tan,2.0,0.0,0.12,13,11,1,0
4.15,50.0,2.0,2.0,binh-tan,2.0,0.0,0.08,13,11,0,0
14.3,134.0,5.0,5.0,binh-tan,4.0,1.0,0.11,13,11,1,0
9.7,80.0,5.0,4.0,binh-tan,3.0,1.0,0.12,13,11,1,0
5.7,56.0,5.0,5.0,binh-tan,4.0,0.0,0.1,13,10,0,1
4.55,57.0,3.0,2.0,binh-tan,2.0,0.0,0.08,13,10,0,1
4.9,68.0,3.0,3.0,binh-tan,2.0,0.0,0.07,13,10,0,0
3.95,65.0,3.0,2.0,binh-tan,2.0,0.0,0.06,13,10,0,0
12.0,150.0,12.0,12.0,binh-tan,4.0,0.0,0.08,13,10,0,0
5.0,80.0,4.0,3.0,binh-tan,3.0,1.0,0.06,13,10,0,1
3.9,80.0,2.0,2.0,binh-tan,2.0,1.0,0.05,13,10,0,1
4.15,50.0,3.0,2.0,binh-tan,2.0,0.0,0.08,13,10,0,1
16.0,126.0,7.0,8.0,binh-tan,3.0,0.0,0.13,13,10,1,0
7.5,66.0,5.0,5.0,binh-tan,4.0,0.0,0.11,13,10,0,1
7.0,90.0,3.0,2.0,binh-tan,2.0,0.0,0.08,13,10,0,1
4.25,50.0,3.0,2.0,binh-tan,2.0,0.0,0.08,13,10,0,1
4.25,44.0,3.0,3.0,binh-tan,3.0,0.0,0.1,13,10,0,1
8.0,105.0,4.0,4.0,binh-tan,3.0,0.0,0.08,13,10,1,0
5.5,84.0,3.0,6.0,binh-tan,3.0,1.0,0.07,13,10,1,0
16.5,280.0,14.0,14.0,binh-tan,4.0,1.0,0.06,13,10,1,0
4.68,48.0,4.0,3.0,binh-tan,4.0,1.0,0.1,13,10,0,0
13.5,100.0,4.0,5.0,binh-tan,4.0,0.0,0.14,13,10,0,0
3.8,38.0,2.0,2.0,binh-tan,2.0,0.0,0.1,13,10,0,1
9.2,80.0,6.0,5.0,binh-tan,4.0,1.0,0.12,13,10,1,0
12.11,150.0,13.0,13.0,binh-tan,4.0,0.0,0.08,13,10,0,0
2.9,60.0,2.0,2.0,binh-tan,2.0,1.0,0.05,13,10,1,0
11.3,84.0,4.0,4.0,binh-tan,4.0,0.0,0.13,13,10,1,0
2.7,58.0,3.0,3.0,binh-tan,3.0,1.0,0.05,13,10,0,1
3.7,56.0,2.0,2.0,binh-tan,2.0,1.0,0.07,13,10,0,1
12.7,100.0,4.0,5.0,binh-tan,3.0,0.0,0.13,13,10,1,0
4.0,44.0,3.0,2.0,binh-tan,3.0,0.0,0.09,13,10,0,0
2.7,45.0,2.0,1.0,binh-tan,1.0,0.0,0.06,13,10,0,0
3.85,44.0,3.0,3.0,binh-tan,1.0,0.0,0.09,13,10,0,0
2.9,60.0,2.0,2.0,binh-tan,2.0,0.0,0.05,13,10,0,0
4.7,82.0,2.0,2.0,binh-tan,2.0,0.0,0.06,13,10,0,0
15.0,120.0,6.0,6.0,binh-tan,3.0,0.0,0.12,13,10,1,0
3.25,44.0,3.0,3.0,binh-tan,1.0,0.0,0.07,13,10,0,1
6.9,78.0,5.0,6.0,binh-tan,5.0,0.0,0.09,13,10,1,0
5.9,80.0,4.0,6.0,binh-tan,4.0,1.0,0.07,13,10,0,1
3.95,80.0,2.0,3.0,binh-tan,1.0,0.0,0.05,13,10,0,0
4.4,60.0,3.0,3.0,binh-tan,4.0,0.0,0.07,13,10,0,1
10.0,84.0,2.0,2.0,binh-tan,3.0,1.0,0.12,13,10,1,0
6.5,60.0,3.0,4.0,binh-tan,3.0,1.0,0.11,13,10,0,1
3.55,50.0,3.0,2.0,binh-tan,2.0,0.0,0.07,13,10,0,1
5.7,70.0,5.0,5.0,binh-tan,5.0,0.0,0.08,13,10,0,0
3.15,32.0,2.0,2.0,binh-tan,2.0,0.0,0.1,13,10,0,0
4.8,71.0,4.0,3.0,binh-tan,2.0,0.0,0.07,13,10,0,0
7.5,54.0,4.0,5.0,binh-tan,5.0,0.0,0.14,13,10,0,0
6.38,100.0,4.0,3.0,binh-tan,3.0,0.0,0.06,13,10,0,1
7.5,60.0,4.0,4.0,binh-tan,3.0,0.0,0.12,13,10,0,1
5.68,68.0,6.0,5.0,binh-tan,5.0,1.0,0.08,13,10,0,0
13.2,100.0,4.0,5.0,binh-tan,4.0,0.0,0.13,13,10,1,0
11.0,80.0,3.0,2.0,binh-tan,2.0,1.0,0.14,13,10,1,0
5.6,60.0,3.0,3.0,binh-tan,3.0,0.0,0.09,13,10,0,0
9.7,100.0,4.0,3.0,binh-tan,3.0,0.0,0.1,13,10,0,0
5.88,90.0,4.0,4.0,binh-tan,4.0,1.0,0.07,13,10,0,0
7.7,80.0,4.0,4.0,binh-tan,3.0,0.0,0.1,13,10,1,0
5.5,74.0,4.0,4.0,binh-tan,4.0,0.0,0.07,13,10,0,1
6.1,104.0,4.0,4.0,binh-tan,3.0,0.0,0.06,13,10,1,0
4.2,65.0,4.0,5.0,binh-tan,3.0,0.0,0.06,13,10,0,1
6.8,64.0,3.0,3.0,binh-tan,3.0,0.0,0.11,13,10,1,0
10.88,80.0,4.0,4.0,binh-tan,4.0,0.0,0.14,13,10,1,0
7.5,100.0,4.0,5.0,binh-tan,3.0,1.0,0.08,13,10,0,0
2.1,53.0,2.0,1.0,binh-tan,2.0,1.0,0.04,13,10,0,0
9.75,84.0,3.0,2.0,binh-tan,1.0,0.0,0.12,13,10,1,0
5.7,52.0,3.0,2.0,binh-tan,3.0,1.0,0.11,13,10,1,0
7.2,86.0,5.0,4.0,binh-tan,3.0,0.0,0.08,13,10,0,1
6.3,81.0,5.0,5.0,binh-tan,4.0,0.0,0.08,13,10,0,1
7.2,72.0,3.0,3.0,binh-tan,2.0,0.0,0.1,13,10,0,1
5.98,60.0,5.0,5.0,binh-tan,5.0,0.0,0.1,13,10,0,1
3.43,50.0,3.0,2.0,binh-tan,2.0,1.0,0.07,13,10,0,1
3.6,57.0,3.0,2.0,binh-tan,3.0,1.0,0.06,13,10,0,1
4.65,66.0,3.0,2.0,binh-tan,2.0,0.0,0.07,13,10,0,1
3.6,85.0,3.0,2.0,binh-tan,2.0,1.0,0.04,13,10,1,0
3.75,57.0,3.0,2.0,binh-tan,3.0,1.0,0.07,13,10,0,1
6.38,70.0,4.0,4.0,binh-tan,4.0,1.0,0.09,13,10,0,1
4.9,45.0,3.0,2.0,binh-tan,2.0,0.0,0.11,13,10,0,0
12.5,100.0,4.0,3.0,binh-tan,3.0,0.0,0.12,13,10,1,0
3.5,37.0,3.0,3.0,binh-tan,3.0,0.0,0.09,13,10,0,1
4.9,40.0,2.0,2.0,binh-tan,2.0,0.0,0.12,13,10,0,0
9.9,100.0,4.0,3.0,binh-tan,3.0,0.0,0.1,13,10,0,0
7.6,80.0,4.0,4.0,binh-tan,3.0,1.0,0.1,13,10,1,0
5.1,45.0,4.0,5.0,binh-tan,4.0,0.0,0.11,13,10,0,1
5.2,90.0,4.0,3.0,binh-tan,3.0,0.0,0.06,13,10,0,1
7.5,105.0,4.0,4.0,binh-tan,3.0,0.0,0.07,13,10,1,0
6.4,64.0,4.0,4.0,binh-tan,4.0,0.0,0.1,13,10,0,1
4.45,48.0,3.0,3.0,binh-tan,3.0,0.0,0.09,13,10,0,1
4.6,60.0,2.0,2.0,binh-tan,2.0,0.0,0.08,13,10,0,1
3.1,48.0,2.0,2.0,binh-tan,2.0,0.0,0.06,13,10,0,1
3.4,50.0,3.0,2.0,binh-tan,2.0,0.0,0.07,13,10,0,1
5.5,64.0,3.0,2.0,binh-tan,2.0,0.0,0.09,13,10,1,0
5.5,52.0,3.0,2.0,binh-tan,2.0,0.0,0.11,13,10,1,0
4.45,60.0,2.0,2.0,binh-tan,2.0,0.0,0.07,13,10,1,0
5.5,60.0,2.0,2.0,binh-tan,2.0,0.0,0.09,13,10,1,0
5.45,64.0,4.0,4.0,binh-tan,4.0,0.0,0.09,13,10,0,1
5.0,50.0,3.0,2.0,binh-tan,1.0,0.0,0.1,13,10,0,0
2.3,47.0,3.0,2.0,binh-tan,2.0,0.0,0.05,13,10,0,0
4.5,70.0,3.0,2.0,binh-tan,2.0,0.0,0.06,13,10,0,1
4.9,72.0,4.0,4.0,binh-tan,3.0,0.0,0.07,13,10,0,1
5.6,63.0,4.0,5.0,binh-tan,4.0,0.0,0.09,13,10,0,1
20.0,200.0,5.0,5.0,binh-tan,4.0,0.0,0.1,13,10,0,0
5.1,62.0,4.0,4.0,binh-tan,4.0,1.0,0.08,13,10,0,1
12.5,180.0,24.0,24.0,binh-tan,5.0,1.0,0.07,13,10,0,1
10.5,131.0,4.0,4.0,binh-tan,3.0,0.0,0.08,13,9,0,0
2.9,40.0,3.0,2.0,binh-tan,2.0,1.0,0.07,13,10,0,1
6.9,68.0,3.0,3.0,binh-tan,3.0,1.0,0.1,13,10,0,1
7.0,73.0,3.0,3.0,binh-tan,2.0,1.0,0.1,13,10,1,0
2.93,30.0,3.0,2.0,binh-tan,3.0,0.0,0.1,13,9,0,1
5.89,84.0,4.0,4.0,binh-tan,4.0,1.0,0.07,13,9,0,1
1.85,35.0,2.0,2.0,binh-tan,2.0,1.0,0.05,13,9,0,1
10.38,80.0,4.0,4.0,binh-tan,4.0,0.0,0.13,13,9,1,0
14.0,280.0,14.0,14.0,binh-tan,4.0,0.0,0.05,13,9,0,1
4.6,83.0,3.0,2.0,binh-tan,2.0,0.0,0.06,13,9,0,0
2.7,55.0,3.0,3.0,binh-tan,3.0,0.0,0.05,13,9,0,1
4.5,68.0,3.0,3.0,binh-tan,2.0,0.0,0.07,13,9,0,0
3.35,30.0,3.0,2.0,binh-tan,2.0,0.0,0.11,13,9,1,0
5.3,48.0,4.0,3.0,binh-tan,4.0,0.0,0.11,13,9,0,1
4.9,44.0,4.0,3.0,binh-tan,4.0,1.0,0.11,13,9,0,1
3.0,40.0,3.0,3.0,binh-tan,3.0,1.0,0.08,13,9,0,0
7.28,108.0,5.0,4.0,binh-tan,4.0,0.0,0.07,13,9,0,1
3.75,62.0,3.0,2.0,binh-tan,2.0,0.0,0.06,13,9,0,1
5.88,76.0,5.0,4.0,binh-tan,5.0,1.0,0.08,13,9,0,1
10.28,88.0,4.0,3.0,binh-tan,4.0,1.0,0.12,13,9,0,0
4.6,46.0,3.0,3.0,binh-tan,3.0,0.0,0.1,13,9,0,1
6.0,64.0,4.0,4.0,binh-tan,4.0,0.0,0.09,13,9,0,1
3.7,48.0,2.0,2.0,binh-tan,2.0,0.0,0.08,13,9,0,1
4.7,105.0,4.0,4.0,binh-tan,3.0,1.0,0.04,13,9,1,0
3.9,63.0,3.0,3.0,binh-tan,2.0,0.0,0.06,13,9,0,0
4.4,48.0,3.0,3.0,binh-tan,3.0,1.0,0.09,13,9,1,0
5.6,135.0,4.0,3.0,binh-tan,3.0,1.0,0.04,13,9,1,0
5.6,65.0,6.0,5.0,binh-tan,4.0,1.0,0.09,13,9,0,1
3.55,40.0,2.0,2.0,binh-tan,2.0,0.0,0.09,13,9,0,1
4.5,72.0,3.0,3.0,binh-tan,2.0,0.0,0.06,13,9,0,1
6.35,52.2,4.0,5.0,binh-tan,5.0,0.0,0.12,13,9,0,1
4.85,65.0,4.0,5.0,binh-tan,3.0,1.0,0.07,13,9,0,1
6.3,73.0,4.0,5.0,binh-tan,4.0,0.0,0.09,13,9,0,1
4.1,37.0,3.0,3.0,binh-tan,3.0,0.0,0.11,13,9,0,1
4.4,57.0,3.0,2.0,binh-tan,3.0,0.0,0.08,13,9,0,1
6.4,73.0,4.0,4.0,binh-tan,4.0,1.0,0.09,13,9,0,0
4.6,44.0,4.0,4.0,binh-tan,4.0,0.0,0.1,13,9,0,1
6.8,72.0,4.0,4.0,binh-tan,3.0,0.0,0.09,13,9,1,0
6.9,87.0,5.0,3.0,binh-tan,3.0,1.0,0.08,13,9,1,0
5.7,72.0,4.0,4.0,binh-tan,3.0,0.0,0.08,13,9,0,1
